"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
190,"CALF Turnkey","Kildare","Morristown, Newbridge, Co. Kildare (Phase 1)*",4,"Cluid Housing","","","","","","Q2-2018"
191,"CALF Turnkey","Kildare","Oaktree, Tully Road, Kildare Town (Phase 1)*",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
192,"CALF Turnkey","Kildare","Oaktree, Tully Road, Kildare Town (Phase 2)*",7,"T�ath Housing Association Ltd","","","","","","Q3-2018"
193,"CALF Turnkey","Kildare","Revised Rye Abbey, Kilcock, Co Kildare (apts)\r\n (Phase 1)",33,"Cluid Housing","","","","","","Q2-2017"
194,"CALF Turnkey","Kildare","Robertstown, Naas , Co.Kildare (Phase 1)",5,"Co-operative Housing Ireland","","","","","Q2-2018",""
195,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 1)",13,"T�ath Housing Association Ltd","","","","","","Q2-2017"
196,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 2)",16,"T�ath Housing Association Ltd","","","","","","Q4-2017"
197,"CALF Turnkey","Kildare","Roseberry Hill, Newbridge (Phase 3)",16,"T�ath Housing Association Ltd","","","","","","Q1-2018"
198,"CALF Turnkey","Kildare","Rye Abbey, Kilcock - revised (houses) (Phase 1)",4,"Cluid Housing","","","","","","Q2-2017"
199,"CALF Turnkey","Kildare","The Vestry, Glebelands, Athy, Co. Kildare (Phase 1)",50,"Respond","","","","","Q4-2018",""
200,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Kildare (Phase 1)*",14,"Cluid Housing","","","","","","Q4-2018"
201,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Kildare (Phase 2)",24,"Cluid Housing","","","","","","Q4-2018"
202,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Kildare (Phase 3)",20,"Cluid Housing","","","","","","Q1-2019"
203,"CALF Turnkey","Kildare","White Oaks, Rickardstown, Newbridge, Kildare (Phase 4)",2,"Cluid Housing","","","","","Q1-2018",""
204,"CALF Turnkey","Kilkenny","Castlehyde, Rosbercon (Phase 1)",4,"Co-operative Housing Ireland","","","","","","Q4-2018"
205,"CALF Turnkey","Kilkenny","Castlehyde, Rosbercon (Phase 2)",6,"Co-operative Housing Ireland","","","","","","Q4-2018"
206,"CALF Construction","Kilkenny","Friary Walk, Callan, Co Kilkenny (Phase 1)",16,"Cluid Housing","","","","","Q2-2018",""
207,"CALF Turnkey","Kilkenny","Golf Links Road, Kilkenny (Phase 1)*",39,"Respond","","","","","Q2-2018",""
208,"CALF Turnkey","Kilkenny","Logan Square, Thomastown, Co Kilkenny (Phase 1)*",16,"Oaklee Housing","","","","","","Q2-2017"
209,"CALF Turnkey","Kilkenny","Love Lane, Castlecomer, Co. Kilkenny (Phase 1)",4,"Co-operative Housing Ireland","","","","Q1-2019","",""
210,"CALF Turnkey","Kilkenny","Margaret�s Field, Callan Road, Kilkenny City (Phase 1)",40,"Respond","","","","","Q1-2019",""
211,"CALF Turnkey","Kilkenny","Nuncio Road, Kilkenny (Phase 1)",11,"Respond","","","","","Q4-2018",""
212,"CALF Turnkey","Kilkenny","Nuncio Road, Kilkenny (Phase 2)",17,"Respond","","","","","Q4-2018",""
213,"CALF Turnkey","Kilkenny","Nuncio Road, Kilkenny (Phase 3)*",22,"Respond","","","","","Q4-2018",""
214,"CALF Turnkey","Kilkenny","O�Loughlin Court, Kilkenny  (Phase 1)",2,"Respond","","","","","","Q4-2018"
215,"CALF Turnkey","Kilkenny","Side Road, Moneenroe, Castlecomer, Co. Kilkenny (Phase 1)",9,"Oaklee Housing","","","","","","Q3-2018"
216,"CALF Construction","Kilkenny","Walkin St Kilkenny (Phase 1)",27,"Oaklee Housing","","","","","Q3-2018",""
217,"CALF Turnkey","Laois","Ballickmoyler, Graigcullen, Laois (Phase 1)*",20,"Co-operative Housing Ireland","","","","Q1-2019","",""
218,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 1)",4,"Cluid Housing","","","","","Q1-2017",""
219,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 2)",11,"Cluid Housing","","","","","Q1-2017",""
220,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 3)*",9,"Cluid Housing","","","","","Q1-2017",""
221,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 4)*",6,"Cluid Housing","","","","","Q1-2017",""
222,"CALF Turnkey","Laois","Borris Road, Portlaoise, Co. Laois (Phase 1)*",17,"T�ath Housing Association Ltd","","","","Q1-2019","",""
223,"CALF Turnkey","Laois","Borris Road, Portlaoise, Co. Laois (Phase 2)",19,"T�ath Housing Association Ltd","","","","Q1-2019","",""
224,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 1)",17,"T�ath Housing Association Ltd","","","","","","Q3-2018"
225,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 2)",9,"T�ath Housing Association Ltd","","","","","","Q4-2018"
226,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 3)",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
227,"CALF Turnkey","Laois","Droimnin, Stradbally, Co Laois  (Phase 1)",6,"Cluid Housing","","","","","","Q3-2018"
228,"CALF Construction","Laois","Kirwan Park, Mountmellick, Co Laois  (Phase 1)",2,"Cluid Housing","","","","","","Q2-2018"
229,"CALF Turnkey","Laois","Main Street, Stradbally, Co. Laois (Phase 1)",16,"North & East Housing Association Ltd","","","","","Q1-2019",""
230,"CALF Construction","Laois","POST TENDER - Cluinin  Mountrath, Co. Laois (Phase 1)",11,"Oaklee Housing","","","","","","Q1-2018"
231,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 1)",2,"Respond","","","","","","Q4-2018"
232,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 2)",2,"Respond","","","","","","Q4-2018"
233,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 3)",2,"Respond","","","","","","Q4-2018"
234,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 1)",2,"Co-operative Housing Ireland","","","","","","Q1-2018"
235,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 2)",2,"Co-operative Housing Ireland","","","","","","Q3-2018"
236,"CALF Construction","Limerick","Hyde Road, Limerick City (Phase 1)",20,"Cluid Housing","","","","","","Q1-2018"
237,"CALF Turnkey","Limerick","Revised - Ard Aulin, Mungret, Co Limerick (Phase 1)",7,"Cluid Housing","","","","","","Q2-2017"
238,"CALF Turnkey","Longford","Cartrun Breac, Lisbrack Rd, Longford (Phase 1)",7,"Cluid Housing","","","","","","Q1-2017"
239,"CALF Construction","Longford","Colmcille Terrace, Granard, Co. Longford. (Phase 1)",21,"T�ath Housing Association Ltd","","","","Q2-2018","",""
240,"CALF Turnkey","Louth","2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,"North & East Housing Association Ltd","","","","","Q1-2017",""
241,"CALF Turnkey","Louth","Aston Village, Drogheda (Phase 1)*",8,"Respond","","","","","","Q3-2018"
242,"CALF Construction","Louth","Bishops Court, Dundalk, Co Louth  (Phase 1)",2,"T�ath Housing Association Ltd","","","","","Q4-2018",""
243,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 1)",4,"Cluid Housing","","","","","","Q1-2017"
244,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 2)",10,"Cluid Housing","","","","","","Q1-2017"
245,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q1-2018"
246,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 2)*",20,"T�ath Housing Association Ltd","","","","","","Q1-2018"
247,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 3)",8,"T�ath Housing Association Ltd","","","","","","Q3-2018"
248,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q3-2018"
249,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
250,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 6)*",22,"T�ath Housing Association Ltd","","","","","","Q4-2018"
251,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 7)",22,"T�ath Housing Association Ltd","","","","","Q2-2017",""
252,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
253,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,"T�ath Housing Association Ltd","","","","","","Q1-2019"
254,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,"T�ath Housing Association Ltd","","","","","Q1-2018",""
255,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 1)",10,"Cluid Housing","","","","","","Q1-2017"
256,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 2)",12,"Cluid Housing","","","","","","Q3-2017"
257,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 1)*",14,"Respond","","","","","","Q1-2019"
258,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 2)",14,"Respond","","","","","Q3-2017",""
259,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 3)",3,"Respond","","","","","Q3-2017",""
260,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",12,"T�ath Housing Association Ltd","","","","","Q2-2018",""
261,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,"T�ath Housing Association Ltd","","","","","Q2-2018",""
262,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",19,"T�ath Housing Association Ltd","","","","","Q2-2018",""
263,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 4)*",30,"T�ath Housing Association Ltd","","","","","Q2-2018",""
264,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 5)*",37,"T�ath Housing Association Ltd","","","","","Q2-2018",""
265,"CALF Construction","Louth","Fire Station Site, Scarlett St, Drogheda (Phase 1)",15,"North & East Housing Association Ltd","","","","","Q2-2018",""
266,"CALF Turnkey","Louth","Knock Shee, Old Golf Links Road, Blackrock, Co Louth  (Phase 1)",3,"Cluid Housing","","","","","","Q4-2017"
267,"CALF Turnkey","Louth","Liscorrie, Bog Lane, Drogheda (Phase 1)",41,"T�ath Housing Association Ltd","","","","","","Q4-2017"
268,"CALF Turnkey","Louth","Mill Wharf, Constitution Hill, Drogheda, Co. Louth (Phase 1)",25,"Respond","","","","Q4-2016","",""
269,"CALF Construction","Louth","Post Tender - Clos na Manach, Carlingford, Co Louth (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
270,"CALF Turnkey","Louth","Rath na Gloine, Commons Road, Louth (Phase 1)",3,"Cluid Housing","","","","","","Q3-2016"
271,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 1)",3,"North & East Housing Association Ltd","","","","","","Q4-2018"
272,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 2)",6,"North & East Housing Association Ltd","","","","","Q4-2017",""
273,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 3)",17,"North & East Housing Association Ltd","","","","","Q4-2017",""
274,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 4)",12,"North & East Housing Association Ltd","","","","","Q4-2017",""
275,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 5)",16,"North & East Housing Association Ltd","","","","","Q4-2017",""
276,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 1)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
277,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q3-2018"
278,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 3)",4,"T�ath Housing Association Ltd","","","","","","Q3-2018"
279,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q4-2018"
280,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 5)",6,"T�ath Housing Association Ltd","","","","","Q4-2017",""
281,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 6)",12,"T�ath Housing Association Ltd","","","","","Q4-2017",""
282,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 7)",4,"T�ath Housing Association Ltd","","","","","Q4-2017",""
283,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 1)",12,"Cluid Housing","","","","","","Q4-2017"
284,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 2)",16,"Cluid Housing","","","","","Q1-2017",""
285,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 3)",15,"Cluid Housing","","","","","Q1-2017",""
286,"CALF Construction","Louth","Slieve Row Crescent, Dundalk (Phase 1)",1,"Cluid Housing","","","","","","Q2-2016"
287,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Drogheda, Co.Louth (Phase 1)*",1,"North & East Housing Association Ltd","","","","","Q1-2018",""
288,"CALF Turnkey","Mayo","Glenlara, Westport, Co Mayo  (Phase 1)",10,"Co-operative Housing Ireland","","","","","Q2-2018",""
289,"CALF Turnkey","Mayo","Monamore, Lodge Road, Westport, Co. Mayo (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","Q3-2018",""
290,"CALF Turnkey","Mayo","The Sycamores, Ballina (Phase 1)",11,"Cluid Housing","","","","Q1-2019","",""
291,"CALF Turnkey","Meath","18 units Churchfields, Ashbourne, Co. Meath (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q4-2018"
292,"CALF Turnkey","Meath","5 units Dunville, Athlumney, Navan, Co. Meath (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q1-2019"
293,"CALF Turnkey","Meath","6 Units Seabury Lawns, Mornington, Co Meath (Phase 1)",6,"Cluid Housing","","","","","","Q1-2018"
294,"CALF Turnkey","Meath","Ardmore Rise, Bettystown, Co Meath  (Phase 1)",1,"North & East Housing Association Ltd","","","","","","Q4-2018"
295,"CALF Turnkey","Meath","BlackCastle,Slane Road, Navan, Co. Meath (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q4-2018"
296,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 1)*",1,"T�ath Housing Association Ltd","","","","","Q4-2017",""
297,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 2)*",1,"T�ath Housing Association Ltd","","","","","Q4-2017",""
298,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 3)*",10,"T�ath Housing Association Ltd","","","","","Q4-2017",""
299,"CALF Turnkey","Meath","Ceamach Close, Donacarney, Co Meath  (Phase 1)",7,"Cluid Housing","","","","","","Q2-2018"
300,"CALF Turnkey","Meath","Ceamach Close, Donacarney, Co Meath  (Phase 2)*",9,"Cluid Housing","","","","","","Q3-2018"
301,"CALF Turnkey","Meath","Cherryvalley, Rathmoylan, Co Meath (Phase 1)",9,"Cluid Housing","","","","","","Q4-2017"
302,"CALF Turnkey","Meath","Churchfields, Ashbourne, Co Meath (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q2-2017"
303,"CALF Turnkey","Meath","Churchfields, Ashbourne, Meath (Phase 1)*",10,"T�ath Housing Association Ltd","","","","","","Q4-2018"
304,"CALF Turnkey","Meath","Churchfields, Ashbourne, Meath (Phase 2)*",15,"T�ath Housing Association Ltd","","","","","Q4-2018",""
305,"CALF Turnkey","Meath","Commons Road, Navan, Co Meath  (Phase 1)",12,"North & East Housing Association Ltd","","","","","Q2-2018",""
306,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q1-2018"
307,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 2)*",8,"T�ath Housing Association Ltd","","","","","","Q1-2018"
308,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 3)",4,"T�ath Housing Association Ltd","","","","","","Q2-2018"
309,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 4)*",12,"T�ath Housing Association Ltd","","","","","","Q2-2018"
310,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 5)*",18,"T�ath Housing Association Ltd","","","","","","Q2-2018"
311,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 6)",12,"T�ath Housing Association Ltd","","","","","","Q3-2018"
312,"CALF Turnkey","Meath","Eastham Square, Bettystown, Meath (Phase 1)*",5,"Cluid Housing","","","","","","Q1-2019"
313,"CALF Turnkey","Meath","Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 1)*",1,"T�ath Housing Association Ltd","","","","","","Q3-2018"
314,"CALF Turnkey","Meath","Fredrick Manor, Ashbourne, Co. Meath (Phase 1)",4,"Cluid Housing","","","","","Q4-2017",""
315,"CALF Turnkey","Meath","Fredrick Manor, Ashbourne, Co. Meath (Phase 2)",7,"Cluid Housing","","","","","Q4-2017",""
316,"CALF Turnkey","Meath","Grangehall, Dunshaughlin (Phase 1)",7,"T�ath Housing Association Ltd","","","","","","Q2-2018"
317,"CALF Turnkey","Meath","Kellets Grove, Dunshauglin, Co Meath  (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q1-2018"
318,"CALF Turnkey","Meath","Maudelins Brook, Duleek, Co.Meath (Phase 1)",20,"Respond","","","","","Q4-2018",""
319,"CALF Turnkey","Meath","Mill Lane, Flower Hill, Navan, Co Meath (Phase 1)",20,"Oaklee Housing","","","","","","Q4-2016"
320,"CALF Turnkey","Meath","Millrace Court, Emmet Street, Trim, Co Meath  (Phase 1)",11,"North & East Housing Association Ltd","","","","","","Q2-2018"
321,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 1)",11,"Cluid Housing","","","","","","Q1-2017"
322,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 2)",36,"Cluid Housing","","","","","","Q4-2017"
323,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 3)",20,"Cluid Housing","","","","","","Q4-2017"
324,"CALF Turnkey","Meath","Moydervey Manor, Longwood, Trim, Co. Meath (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","Q4-2018",""
325,"CALF Turnkey","Meath","Moydervey Manor, Longwood, Trim, Co. Meath (Phase 2)",7,"T�ath Housing Association Ltd","","","","","Q4-2018",""
326,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 1)",3,"T�ath Housing Association Ltd","","","","","","Q4-2018"
327,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 2)",6,"T�ath Housing Association Ltd","","","","","Q2-2018",""
328,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 3)",6,"T�ath Housing Association Ltd","","","","","Q2-2018",""
329,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 4)",15,"T�ath Housing Association Ltd","","","","","Q2-2018",""
330,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 5)",14,"T�ath Housing Association Ltd","","","","","Q2-2018",""
331,"CALF Turnkey","Meath","Royal Oaks, Enfield, Co Meath (Phase 1)*",4,"Cluid Housing","","","","","","Q2-2017"
332,"CALF Turnkey","Meath","Seabury Lawns, Mornington, Co. Meath (Phase 1)",25,"Cluid Housing","","","","","","Q3-2017"
333,"CALF Turnkey","Meath","Sl�n Duff, Kentstown, Co. Meath (Phase 1)",2,"Cluid Housing","","","","","Q1-2018",""
334,"CALF Turnkey","Meath","Station Road, Dunboyne, Co. Meath (Phase 1)",24,"Respond","","","","","","Q4-2018"
335,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 1)",8,"Cluid Housing","","","","","","Q2-2016"
336,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 2)",7,"Cluid Housing","","","","","","Q3-2016"
337,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 3)",8,"Cluid Housing","","","","","","Q4-2016"
338,"CALF Turnkey","Monaghan","Bree, Castleblayney, Co. Monaghan (Phase 1)",8,"T�ath Housing Association Ltd","","","","Q3-2018","",""
339,"CALF Turnkey","Monaghan","Bree, Castleblayney, Co. Monaghan (Phase 2)",14,"T�ath Housing Association Ltd","","","","Q3-2018","",""
