"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1045,"CAS CONSTRUCTION","Louth","St. John's Home, Peter's Hill, Drogheda",4,"North ? East Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1046,"CAS CONSTRUCTION","Louth","Riverwell Close, Dundalk",1,"Respond","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1047,"CAS CONSTRUCTION","Louth","Carntown, Ballymackenny, Drogheda",1,"St. John of God Housing Association Ltd","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1048,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Louth","Ravel Ardee Road, Dunleer",80,"*N/A","","","","","Q1-2019",""
1049,"REGENERATION","Louth","Cox's Demesne Phase 2a",14,"*N/A","","","","","","Q4-2016"
1050,"REGENERATION","Louth","Cox's Demesne Phase 2b",22,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1051,"SHIP CONSTRUCTION","Louth","55/57 Bothar Brugha, Drogheda",3,"*N/A","","","","","","Q4-2017"
1052,"SHIP CONSTRUCTION","Louth","Infill Housing Construction, Gort Uaine, Clogherhead, Co. Louth",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1053,"SHIP CONSTRUCTION","Louth","Infill Housing Construction, School Lane, Dunleer, Co. Louth",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1054,"SHIP CONSTRUCTION","Louth","CPO Bundle 2",4,"*N/A","","","","","","Q1-2018"
1055,"SHIP CONSTRUCTION","Louth","CPO Bundle 1",7,"*N/A","","","","","","Q4-2016"
1056,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 2",5,"*N/A","","","","","","Q2-2017"
1057,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 3",3,"*N/A","","","","","","Q3-2017"
1058,"SHIP CONSTRUCTION","Louth","Woodlands, Dunleer",4,"*N/A","","","","","","Q4-2016"
1059,"SHIP CONSTRUCTION","Louth","Boice Court, Drogheda (Phase 2 - 4)",69,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
1060,"SHIP CONSTRUCTION","Louth","Father Finn Park (Phase 2)",17,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1061,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 4",7,"*N/A","","","","","","Q4-2017"
1062,"SHIP CONSTRUCTION","Louth","Mount Avenue, Dundalk",93,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
1063,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 5",1,"*N/A","","","","","","Q3-2018"
1064,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 2",1,"*N/A","","","","","","Q3-2018"
1065,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 6",4,"*N/A","","","","","Q3-2017",""
1066,"SHIP CONSTRUCTION","Louth","CPO Bundle 3",2,"*N/A","","","","","","Q2-2017"
1067,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 2",1,"*N/A","","","","","","Q3-2017"
1068,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 3",4,"*N/A","","","","","","Q4-2017"
1069,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 7",2,"*N/A","","","","","","Q1-2019"
1070,"SHIP CONSTRUCTION","Louth","CPO Bundle 4",1,"*N/A","","","","","","Q3-2018"
1071,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 6",1,"*N/A","","","","Stage 4 approved Q1-2016, the scheme is fully approved.","",""
1072,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 3",5,"*N/A","","","","","","Q1-2019"
1073,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 4",1,"*N/A","","","","","","Q2-2018"
1074,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 5",4,"*N/A","","","","","","Q3-2018"
1075,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 3",1,"*N/A","","","","","","Q1-2019"
1076,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 4",1,"*N/A","","","","","","Q4-2018"
1077,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 2",4,"*N/A","","","","","","Q4-2018"
1078,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 6",5,"*N/A","","","","","","Q4-2018"
1079,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 4",1,"*N/A","","","","","","Q4-2018"
1080,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 8",2,"*N/A","","","","","","Q2-2019"
1081,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 2",2,"*N/A","","","","","","Q2-2019"
1082,"SHIP CONSTRUCTION","Louth","CPO Bundle 5",1,"*N/A","","","","","","Q1-2019"
1083,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 4",12,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1084,"SHIP CONSTRUCTION","Louth","Muirhevnamor, Dundalk (Phase 1)",18,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1085,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 5",1,"*N/A","","","","","","Q3-2019"
1086,"SHIP CONSTRUCTION","Louth","CPO Bundle 6 - Phase 1",1,"*N/A","","","","","","Q3-2019"
1087,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 3",4,"*N/A","","","","","","Q3-2019"
1088,"SHIP CONSTRUCTION TURNKEY","Louth","1-5 Brabazon Hall, Termonfeckin, Drogheda",5,"*N/A","","","","","Q4-2018",""
1089,"SHIP CONSTRUCTION TURNKEY","Louth","Moneymore, Drogheda, Co. Louth",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1090,"SHIP CONSTRUCTION TURNKEY","Louth","Rathmullen, Drogheda, Co. Louth",4,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1091,"CALF Turnkey","Mayo","Glenlara, Westport, Co Mayo  (Phase 1)",10,"Co-operative Housing Ireland","","","","","Q2-2018",""
1092,"CALF Turnkey","Mayo","Monamore, Lodge Road, Westport, Co. Mayo (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","Q3-2018",""
1093,"CALF Turnkey","Mayo","The Sycamores, Ballina (Phase 1)",11,"Cluid Housing","","","","","Q2-2019",""
1094,"CAS CONSTRUCTION","Mayo","Admiral Browne Road, Foxford (Phase 2)",4,"Society of Saint Vincent de Paul","","","","","","Q1-2018"
1095,"CAS CONSTRUCTION","Mayo","Killosheehan, Ballinrobe",6,"Society of Saint Vincent de Paul","","","","","","Q4-2018"
1096,"CAS CONSTRUCTION","Mayo","Admiral Browne Road, Foxford",8,"Society of Saint Vincent de Paul","","","","","","Q3-2016"
1097,"CAS CONSTRUCTION","Mayo","Logmore, Belmullet",7,"Irish Wheelchair Association Ltd","","","","","","Q2-2017"
1098,"SHIP CONSTRUCTION","Mayo","Pound Road, Castlebar",6,"*N/A","","","","","Q2-2019",""
1099,"SHIP CONSTRUCTION","Mayo","The Boreen, Crossmolina",3,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1100,"SHIP CONSTRUCTION","Mayo","Deel Court, Crossmolina",3,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1101,"SHIP CONSTRUCTION","Mayo","Kilmaine",6,"*N/A","","","","","Q3-2019",""
1102,"SHIP CONSTRUCTION","Mayo","Knockroe, Moygownagh",3,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1103,"SHIP CONSTRUCTION","Mayo","Church Road, Belmullet",5,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1104,"SHIP CONSTRUCTION","Mayo","Knocknageeha, Newport",1,"*N/A","","","","","","Q2-2019"
1105,"SHIP CONSTRUCTION","Mayo","Kilkelly Road, Knock (Phase 3)",4,"*N/A","","","","","","Q3-2018"
1106,"SHIP CONSTRUCTION","Mayo","Kilmeena (Phase 2)",4,"*N/A","","","","","","Q3-2018"
1107,"SHIP CONSTRUCTION","Mayo","Knockmore, Ballina",8,"*N/A","","","","","","Q1-2019"
1108,"SHIP CONSTRUCTION","Mayo","Radharc an tSaillin, Binghamstown, Belmullet (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1109,"SHIP CONSTRUCTION","Mayo","Sliabh Rua, Foxford (Phase 3)",10,"*N/A","","","","","Q4-2018",""
1110,"SHIP CONSTRUCTION","Mayo","Woodlands, Balla (Phase 3)",4,"*N/A","","","","","Q4-2018",""
1111,"SHIP CONSTRUCTION","Mayo","Slinaunroe, Clogher (SRD)",1,"*N/A","","","","","","Q2-2017"
1112,"SHIP CONSTRUCTION","Mayo","Abbeyquarter, Ballyhaunis",18,"*N/A","","","","","Q1-2019",""
1113,"SHIP CONSTRUCTION","Mayo","Tonragee West, Achill (Phase 2)",5,"*N/A","","","","","Q1-2019",""
1114,"SHIP CONSTRUCTION","Mayo","Sli na Roba, Friarsquarter, Ballinrobe",16,"*N/A","","","","","Q4-2018",""
1115,"SHIP CONSTRUCTION","Mayo","Marian Crescent, Ballina",4,"*N/A","","","","","","Q2-2018"
1116,"SHIP CONSTRUCTION","Mayo","Tubberhill, Westport (Phase 3)",21,"*N/A","","","","","","Q1-2018"
1117,"SHIP CONSTRUCTION","Mayo","St. Patrick's Terrace, Westport",1,"*N/A","","","","","","Q3-2017"
1118,"SHIP CONSTRUCTION","Mayo","Parke, Castlebar",8,"*N/A","","","","","Q4-2018",""
1119,"SHIP CONSTRUCTION","Mayo","Killavally",10,"*N/A","","","","","Q4-2018",""
1120,"SHIP CONSTRUCTION","Mayo","Kilkelly Road, Swinford",27,"*N/A","","","","","Q1-2019",""
1121,"SHIP CONSTRUCTION","Mayo","Barhauve, Rossport (SRD)",1,"*N/A","","","","","","Q2-2018"
1122,"SHIP CONSTRUCTION","Mayo","Glaggaun, Ballycroy (SRD)",1,"*N/A","","","","","","Q4-2017"
1123,"SHIP CONSTRUCTION","Mayo","Glengad, Pollatomish (SRD)",1,"*N/A","","","","","","Q2-2018"
1124,"SHIP CONSTRUCTION","Mayo","Gorthbrack, Inver (SRD)",1,"*N/A","","","","","","Q1-2018"
1125,"SHIP CONSTRUCTION","Mayo","Cross",15,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1126,"SHIP CONSTRUCTION","Mayo","Bonniconlon",5,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1127,"SHIP CONSTRUCTION","Mayo","Cloonkeadagh Road, Kiltimagh",23,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1128,"SHIP CONSTRUCTION","Mayo","Rehins Fort, Ballina",50,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1129,"SHIP CONSTRUCTION TURNKEY","Mayo","Carrabeg, Newport Road, Castlebar",2,"*N/A","","","","","","Q4-2018"
1130,"SHIP CONSTRUCTION TURNKEY","Mayo","Cois Abhainn, Bonniconlon",2,"*N/A","","","","","","Q2-2019"
1131,"SHIP CONSTRUCTION TURNKEY","Mayo","Chapel Street, Louisburgh",3,"*N/A","","","","","Q4-2018",""
1132,"SHIP CONSTRUCTION TURNKEY","Mayo","Bunree, Ballina",3,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1133,"SHIP CONSTRUCTION TURNKEY","Mayo","Friars Court, Ballina",2,"*N/A","","","","","Q2-2019",""
1134,"SHIP CONSTRUCTION TURNKEY","Mayo","Riverside Drive, Ballina",3,"*N/A","","","","","Q2-2019",""
1135,"SHIP CONSTRUCTION TURNKEY","Mayo","Davitt Terrace, Castlebar",4,"*N/A","","","","","Q3-2019",""
1136,"SHIP CONSTRUCTION TURNKEY","Mayo","Ard Rua, Claremorris",7,"*N/A","","","","","Q3-2019",""
1137,"SHIP CONSTRUCTION TURNKEY","Mayo","Bridge St., Louisburgh",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1138,"CALF Turnkey","Meath","18 units Churchfields, Ashbourne, Co. Meath (Phase 1)",18,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1139,"CALF Turnkey","Meath","5 units Dunville, Athlumney, Navan, Co. Meath (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q1-2019"
1140,"CALF Turnkey","Meath","6 Units Seabury Lawns, Mornington, Co Meath (Phase 1)",6,"Cluid Housing","","","","","","Q1-2018"
1141,"CALF Turnkey","Meath","Ardmore Rise, Bettystown, Co Meath  (Phase 1)",1,"North & East Housing Association Ltd","","","","","","Q4-2018"
1142,"CALF Turnkey","Meath","Blackcastle, Slane Road, Navan, Co. Meath (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1143,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 1)*",1,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1144,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 2)*",1,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1145,"CALF Turnkey","Meath","Broadmeadow Vale, Ratoath, Meath (Phase 3)*",10,"T�ath Housing Association Ltd","","","","","Q4-2017",""
1146,"CALF Turnkey","Meath","Ceamach Close, Donacarney, Co Meath  (Phase 1)",7,"Cluid Housing","","","","","","Q2-2018"
1147,"CALF Turnkey","Meath","Ceamach Close, Donacarney, Co Meath  (Phase 2)*",9,"Cluid Housing","","","","","","Q3-2018"
1148,"CALF Turnkey","Meath","Cherryvalley, Rathmoylan, Co Meath (Phase 1)",9,"Cluid Housing","","","","","","Q4-2017"
1149,"CALF Turnkey","Meath","Churchfields, Ashbourne, Co Meath (Phase 1)*",8,"T�ath Housing Association Ltd","","","","","","Q2-2017"
1150,"CALF Turnkey","Meath","Churchfields, Ashbourne, Meath (Phase 1)*",10,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1151,"CALF Turnkey","Meath","Churchfields, Ashbourne, Meath (Phase 2)*",3,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1152,"CALF Turnkey","Meath","Churchfields, Ashbourne, Meath (Phase 3)*",12,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1153,"CALF Turnkey","Meath","Commons Road, Navan, Co Meath  (Phase 1)",12,"North & East Housing Association Ltd","","","","","Q2-2018",""
1154,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1155,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 2)*",8,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1156,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 3)*",10,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1157,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 4)*",6,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1158,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 5)*",18,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1159,"CALF Turnkey","Meath","Dunville, Athlumney, Co Meath  (Phase 6)",12,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1160,"CALF Turnkey","Meath","Eastham Square, Bettystown, Meath (Phase 1)*",5,"Cluid Housing","","","","","","Q1-2019"
1161,"CALF Turnkey","Meath","Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 1)*",1,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1162,"CALF Turnkey","Meath","Fredrick Manor, Ashbourne, Co. Meath (Phase 1)",4,"Cluid Housing","","","","","Q4-2017",""
1163,"CALF Turnkey","Meath","Fredrick Manor, Ashbourne, Co. Meath (Phase 2)",7,"Cluid Housing","","","","","Q4-2017",""
1164,"CALF Turnkey","Meath","Gainsfield, Commons Road, Navan, Co. Meath (Phase 1)",20,"T�ath Housing Association Ltd","","","","","Q3-2018",""
1165,"CALF Turnkey","Meath","Gainsfield, Commons Road, Navan, Co. Meath (Phase 2)",21,"T�ath Housing Association Ltd","","","","","Q3-2018",""
1166,"CALF Turnkey","Meath","Gainsfield, Commons Road, Navan, Co. Meath (Phase 3)",13,"T�ath Housing Association Ltd","","","","","Q3-2018",""
1167,"CALF Turnkey","Meath","Grangehall, Dunshaughlin (Phase 1)",7,"T�ath Housing Association Ltd","","","","","","Q2-2018"
1168,"CALF Turnkey","Meath","Kellets Grove, Dunshauglin, Co Meath  (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1169,"CALF Turnkey","Meath","Mill Lane, Flower Hill, Navan, Co Meath (Phase 1)",20,"Oaklee Housing","","","","","","Q4-2016"
1170,"CALF Turnkey","Meath","Millrace Court, Emmet Street, Trim, Co Meath  (Phase 1)",11,"North & East Housing Association Ltd","","","","","","Q2-2018"
1171,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 1)",11,"Cluid Housing","","","","","","Q1-2017"
1172,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 2)",36,"Cluid Housing","","","","","","Q4-2017"
1173,"CALF Turnkey","Meath","Milltown, Ashbourne, Co Meath (Phase 3)",20,"Cluid Housing","","","","","","Q4-2017"
1174,"CALF Turnkey","Meath","Moydervey Manor, Longwood, Trim, Co. Meath (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1175,"CALF Turnkey","Meath","Moydervey Manor, Longwood, Trim, Co. Meath (Phase 2)",7,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1176,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 1)",3,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1177,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 2)",6,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1178,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 3)",2,"T�ath Housing Association Ltd","","","","","","Q3-2019"
1179,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 4)",5,"T�ath Housing Association Ltd","","","","","","Q3-2019"
1180,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 5)",4,"T�ath Housing Association Ltd","","","","","Q2-2018",""
1181,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 6)",4,"T�ath Housing Association Ltd","","","","","Q2-2018",""
1182,"CALF Turnkey","Meath","Revised - Fitzherbert Wood, Slane Road, Navan, Co Meath  (Phase 7)",20,"T�ath Housing Association Ltd","","","","","Q2-2018",""
1183,"CALF Turnkey","Meath","Royal Oaks, Enfield, Co Meath (Phase 1)*",4,"Cluid Housing","","","","","","Q2-2017"
1184,"CALF Turnkey","Meath","Seabury Lawns, Mornington, Co. Meath (Phase 1)",25,"Cluid Housing","","","","","","Q3-2017"
1185,"CALF Turnkey","Meath","Station Road, Dunboyne, Co. Meath (Phase 1)",24,"Respond","","","","","","Q4-2018"
1186,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 1)",8,"Cluid Housing","","","","","","Q2-2016"
1187,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 2)",7,"Cluid Housing","","","","","","Q3-2016"
1188,"CALF Turnkey","Meath","Tubberclaire, Navan, Co Meath (Phase 3)",8,"Cluid Housing","","","","","","Q4-2016"
1189,"CAS CONSTRUCTION","Meath","Blackcastle, Slane Road, Navan",17,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1190,"SHIP CONSTRUCTION","Meath","Proudstown Road, Navan",4,"*N/A","","","","","","Q4-2018"
1191,"SHIP CONSTRUCTION","Meath","The Belfry, Trim",3,"*N/A","","","","","Q1-2019",""
1192,"SHIP CONSTRUCTION","Meath","Bettystown (Phase 3)",13,"*N/A","","","","","Q1-2019",""
1193,"SHIP CONSTRUCTION","Meath","St. Oliver's, Ratoath",17,"*N/A","","","","","Q1-2018",""
1194,"SHIP CONSTRUCTION","Meath","Riverside, Kells",40,"*N/A","","","","","Q1-2019",""
1195,"SHIP CONSTRUCTION","Meath","Cherry Court, Summerhill",19,"*N/A","","","","","","Q1-2019"
1196,"SHIP CONSTRUCTION","Meath","Connaught Grove, Athboy",32,"*N/A","","","","","","Q2-2018"
1197,"SHIP CONSTRUCTION","Meath","Nobber",19,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
1198,"SHIP CONSTRUCTION","Meath","Carlanstown",13,"*N/A","","","","","Q2-2019",""
1199,"SHIP CONSTRUCTION","Meath","Donore",21,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1200,"SHIP CONSTRUCTION","Meath","Dunshaughlin",26,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1201,"SHIP CONSTRUCTION","Meath","Bettystown (Phase 2)",2,"*N/A","","","","","","Q3-2019"
1202,"SHIP CONSTRUCTION","Meath","Bettystown (Phase 1)",16,"*N/A","","","","","","Q3-2017"
1203,"SHIP CONSTRUCTION","Meath","Farganstown",86,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1204,"SHIP CONSTRUCTION","Meath","Blackhill Crescent, Donacarney",2,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
1205,"SHIP CONSTRUCTION","Meath","Archdeaconary Glebe, Kells",20,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
