"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1229,"CAS CONSTRUCTION","Monaghan","Liseggerton, Clones",16,"Oaklee Housing Trust","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1230,"CAS CONSTRUCTION","Monaghan","Convent Lands, Carrickmacross",7,"Respond","","","","","","Q2-2017"
1231,"SHIP CONSTRUCTION","Monaghan","Bree, Castleblayney",8,"*N/A","","","","","","Q2-2019"
1232,"SHIP CONSTRUCTION","Monaghan","Latlorcan, Monaghan Town",43,"*N/A","","","","","Q3-2018",""
1233,"SHIP CONSTRUCTION","Monaghan","Davy's & Adjacent Porperty, Fermanagh St., Clones",3,"*N/A","","","","","Q3-2019",""
1234,"SHIP CONSTRUCTION","Monaghan","Boyle Sports Site, Fermanagh St., Clones",3,"*N/A","","","","","Q3-2019",""
1235,"SHIP CONSTRUCTION","Monaghan","82 & 83 Fermanagh St., Clones",3,"*N/A","","","","","Q3-2019",""
1236,"SHIP CONSTRUCTION","Monaghan","An Bonnan Bui & Flower Shop, Fermanagh St., Clones",6,"*N/A","","","","","Q3-2019",""
1237,"SHIP CONSTRUCTION","Monaghan","2a & 3 Analore St., Clones",2,"*N/A","","","","","Q3-2019",""
1238,"SHIP CONSTRUCTION","Monaghan","Abbey Gatehouse, Analore St., Clones",4,"*N/A","","","","","Q3-2019",""
1239,"SHIP CONSTRUCTION","Monaghan","Lui Na Greine, Scotstown",32,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1240,"SHIP CONSTRUCTION","Monaghan","Latlorcan, Monaghan",16,"*N/A","","","","","","Q4-2018"
1241,"SHIP CONSTRUCTION","Monaghan","12 Church St., Ballybay",2,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1242,"SHIP CONSTRUCTION","Monaghan","3 Apts @ 63 Fermanagh St., Clones",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1243,"SHIP CONSTRUCTION TURNKEY","Monaghan","Drumbear Wood, Monaghan Town",12,"*N/A","","","","","","Q4-2017"
1244,"SHIP CONSTRUCTION TURNKEY","Monaghan","Knockroe Glen, Monaghan Town",6,"*N/A","","","","","","Q4-2017"
1245,"SHIP CONSTRUCTION TURNKEY","Monaghan","Knockroe Glen, Monaghan Town (Phase 2)",8,"*N/A","","","","","","Q2-2017"
1246,"SHIP CONSTRUCTION TURNKEY","Monaghan","Knockroe Glen, Monaghan Town (Phase 1)",8,"*N/A","","","","","","Q2-2017"
1247,"SHIP CONSTRUCTION TURNKEY","Monaghan","Killycard, Bree, Castleblaney",4,"*N/A","","","","","","Q2-2019"
1248,"SHIP CONSTRUCTION TURNKEY","Monaghan","The Meadows, Smithborough",5,"*N/A","","","","","","Q4-2017"
1249,"SHIP CONSTRUCTION TURNKEY","Monaghan","Maple Grove, Smithborough",11,"*N/A","","","","","","Q4-2018"
1250,"SHIP CONSTRUCTION TURNKEY","Monaghan","Rosevale, Bree, Castleblayney",26,"*N/A","","","","","Q2-2019",""
1251,"SHIP CONSTRUCTION TURNKEY","Monaghan","Corr an Tobair, Carrickmacross, Co. Monaghan",41,"*N/A","","","","","Q3-2019",""
1252,"SHIP CONSTRUCTION TURNKEY","Monaghan","Coill an Ri, Carrickmacross, Co. Monaghan",8,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1253,"SHIP CONSTRUCTION TURNKEY","Monaghan","The Meadows, Smithborough",5,"*N/A","","","","","","Q3-2019"
1254,"SHIP CONSTRUCTION TURNKEY","Monaghan","Drummond Radhairc, Carrickmacross",1,"*N/A","","","","","","Q3-2019"
1255,"CALF Construction","Offaly","Kearney�s Field, Tullamore, Co. Offaly (Phase 1)",41,"Oaklee Housing","","","","Q2-2019","",""
1256,"CALF Construction","Offaly","Killane Drive, Edenderry, Co Offaly (Phase 1)",25,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1257,"CALF Turnkey","Offaly","Riverside, Portarlington, Co. Offaly (Phase 1)",16,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1258,"CAS CONSTRUCTION","Offaly","Mountbolus",4,"Mid Offaly Housing Association Ltd","","","","","Q3-2018",""
1259,"CAS CONSTRUCTION","Offaly","Killane Court, Edenderry",2,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1260,"CAS CONSTRUCTION","Offaly","Scurragh, Birr",6,"Cluid Housing Association","","","","","Q1-2019",""
1261,"CAS CONSTRUCTION","Offaly","Clonminch, Tullamore",19,"Oaklee Housing Trust","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1262,"CAS CONSTRUCTION","Offaly","Presentation Convent, Portarlington",32,"Sophia Housing Association Ltd","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1263,"SHIP CONSTRUCTION","Offaly","Chancery Lane, Tullamore",14,"*N/A","","","","","Q3-2018",""
1264,"SHIP CONSTRUCTION","Offaly","Circular Road, Daingean",7,"*N/A","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
1265,"SHIP CONSTRUCTION","Offaly","Kylebeg, Banagher (Phase 2)",18,"*N/A","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
1266,"SHIP CONSTRUCTION","Offaly","Blundell Wood, Edenderry",33,"*N/A","","","","","Q4-2017",""
1267,"SHIP CONSTRUCTION","Offaly","Church Street, Clara",3,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1268,"SHIP CONSTRUCTION","Offaly","Beechgrove, Belmont",7,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1269,"SHIP CONSTRUCTION","Offaly","Raheen ,Clara",38,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1270,"SHIP CONSTRUCTION","Offaly","Elderberry Drive, Moneygall",4,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1271,"SHIP CONSTRUCTION","Offaly","Sr. Senan Avenue, Edenderry",4,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1272,"SHIP CONSTRUCTION TURNKEY","Offaly","McGregol, Birr (Phase 2)",8,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
1273,"SHIP CONSTRUCTION TURNKEY","Offaly","Mill Race, Ferbane",5,"*N/A","","","","","","Q4-2017"
1274,"SHIP CONSTRUCTION TURNKEY","Offaly","Cluain na Spideoga, Cloghan",6,"*N/A","","","","","","Q2-2019"
1275,"SHIP CONSTRUCTION TURNKEY","Offaly","Frankford, Kilcormac",12,"*N/A","","","","","","Q4-2018"
1276,"SHIP CONSTRUCTION TURNKEY","Offaly","McGregol, Birr (Phase 1)",4,"*N/A","","","","","Q1-2019",""
1277,"SHIP CONSTRUCTION TURNKEY","Offaly","Cluain na Greine, Cloneygowan",4,"*N/A","","","","","Q3-2019",""
1278,"CALF Turnkey","Roscommon","Castle View Apartments, Block A, Roscommon Town (Phase 1)",10,"Co-operative Housing Ireland","","","","","Q2-2019",""
1279,"CALF Turnkey","Roscommon","Revised - Monksfield Park, Bealnamulla, Athlone (Phase 1)",13,"Cluid Housing","","","","","","Q3-2018"
1280,"CALF Turnkey","Roscommon","River Oaks, Kilcolman, Ballaghaderreen, Co. Roscommon (Phase 1)",12,"Respond","","","","","","Q1-2018"
1281,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Roscommon","The Walk, Roscommon Town",53,"*N/A","","","","Q2-2019","",""
1282,"SHIP CONSTRUCTION","Roscommon","Cloonfad",3,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1283,"SHIP CONSTRUCTION","Roscommon","Greenfields, Blackstick Road, Roscommon Town",6,"*N/A","","","","","","Q3-2017"
1284,"SHIP CONSTRUCTION","Roscommon","River Oaks, Ballaghaderreen",10,"*N/A","","","","","","Q4-2017"
1285,"SHIP CONSTRUCTION","Roscommon","Silveroe Meadows, Boyle",12,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1286,"SHIP CONSTRUCTION","Roscommon","Cluain Fraoigh, Cloonbeirne",7,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1287,"SHIP CONSTRUCTION","Roscommon","Old Tuam Road,  Monksland, Athlone",2,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1288,"SHIP CONSTRUCTION","Roscommon","Meadowbrook, Ballyclare Td., Ballyleague, Co. Roscommon",18,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1289,"SHIP CONSTRUCTION","Roscommon","Lisroyne Td., Strokestown",10,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1290,"SHIP CONSTRUCTION TURNKEY","Roscommon","Monksland, Athlone",10,"*N/A","","","","","","Q3-2018"
1291,"SHIP CONSTRUCTION TURNKEY","Roscommon","Station Road, Termon, Boyle",10,"*N/A","","","","","","Q1-2019"
1292,"SHIP CONSTRUCTION TURNKEY","Roscommon","Lisroyne Court, Strokestown",10,"*N/A","","","","","Q3-2018",""
1293,"SHIP CONSTRUCTION TURNKEY","Roscommon","Warren Grove, Boyle",4,"*N/A","","","","","","Q4-2018"
1294,"SHIP CONSTRUCTION TURNKEY","Roscommon","Monksfield, Monksland, Co. Roscommon",2,"*N/A","","","","","Q3-2019",""
1295,"CAS CONSTRUCTION","Sligo","Cuan Iosa, Ballymote",8,"Society of Saint Vincent de Paul","","","","","Q4-2018",""
1296,"CAS CONSTRUCTION","Sligo","Killeshin, First Sea Road, Sligo",5,"Newgrove Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1297,"SHIP CONSTRUCTION","Sligo","94 St Joseph's Terrace",1,"*N/A","","","","","Q4-2018",""
1298,"SHIP CONSTRUCTION","Sligo","Collooney",15,"*N/A","","","","","Q4-2018",""
1299,"SHIP CONSTRUCTION","Sligo","Knappagh Road",28,"*N/A","","","","","Q4-2018",""
1300,"SHIP CONSTRUCTION","Sligo","Caltragh, Culleens",1,"*N/A","","","","","","Q4-2018"
1301,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace",14,"*N/A","","","","","","Q3-2018"
1302,"SHIP CONSTRUCTION","Sligo","Daghloonagh, Keash - SRD",1,"*N/A","","","","","","Q4-2016"
1303,"SHIP CONSTRUCTION","Sligo","Rosses Point",14,"*N/A","","","","","Q4-2018",""
1304,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace",8,"*N/A","","","","","","Q4-2017"
1305,"SHIP CONSTRUCTION","Sligo","Connolly Park, Tubbercurry",10,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1306,"SHIP CONSTRUCTION","Sligo","Dromore West",10,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1307,"SHIP CONSTRUCTION","Sligo","Robbers' Lane, Maugheraboy, Sligo",62,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
1308,"SHIP CONSTRUCTION","Sligo","House at Ballinode",1,"*N/A","","","","","","Q4-2018"
1309,"CALF Construction","South Dublin","Fernwood Green and Maplewood Heights, Tallaght, Dublin  (Phase 1)",40,"Cluid Housing","","","","Q1-2019","",""
1310,"CALF Construction","South Dublin","St. Catherines, Killinarden, Tallaght, Dublin 24 (Phase 1)",2,"Sophia Housing Association Ltd","","","","Q2-2019","",""
1311,"CALF Construction","South Dublin","Whitestown Way, Tallaght, Dublin 24 (Phase 1)",81,"Cluid Housing","","","","Q1-2019","",""
1312,"CALF Turnkey","South Dublin","2 properties Tullyhall, Lucan, County Dublin (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1313,"CALF Turnkey","South Dublin","Ardsolus, Old Naas Road, Dublin 22 (Phase 1)",10,"Respond","","","","","","Q3-2019"
1314,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 1)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1315,"CALF Turnkey","South Dublin","Ballynakelly, Newcastle, Co. Dublin (Phase 2)",4,"T�ath Housing Association Ltd","","","","","","Q1-2019"
1316,"CALF Turnkey","South Dublin","Broadfield Grove, Rathcoole, Co. Dublin (Phase 1)*",14,"Oaklee Housing","","","","","","Q3-2017"
1317,"CALF Turnkey","South Dublin","De Selby Lawns, Tallaght, Dublin 24 (Phase 1)",9,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1318,"CALF Turnkey","South Dublin","Dodderbrook (Apartments), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",6,"Cluid Housing","","","","","","Q1-2018"
1319,"CALF Turnkey","South Dublin","Dodderbrook (Houses), Oldcourt Road, Ballycullen, Dublin 24 (Phase 1)*",8,"Cluid Housing","","","","","","Q1-2018"
1320,"CALF Turnkey","South Dublin","Dodderbrook, Oldcourt Road, Ballycllen, Dublin 24 (Phase 1)*",4,"Cluid Housing","","","","","","Q3-2018"
1321,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 1)*",18,"Cluid Housing","","","","","","Q1-2018"
1322,"CALF Turnkey","South Dublin","Elder Heath, Kiltipper Road, Tallaght, Dublin 24  (Phase 2)*",10,"Cluid Housing","","","","","","Q2-2018"
1323,"CALF Turnkey","South Dublin","Finnstown, Lucan, Co. Dublin (Phase 1)*",94,"Respond","","","","","Q4-2018",""
1324,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 1)*",13,"Cluid Housing","","","","","","Q2-2018"
1325,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Apartments (Phase 2)",12,"Cluid Housing","","","","","","Q4-2018"
1326,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 1)",25,"Cluid Housing","","","","","","Q1-2017"
1327,"CALF Turnkey","South Dublin","Millford Manor, Clondalkin - Houses (Phase 2)",15,"Cluid Housing","","","","","","Q3-2017"
1328,"CALF Turnkey","South Dublin","Millford Manor, Cloverhill Road, Clondalkin, Dublin 22 (Phase 1)*",2,"Cluid Housing","","","","","","Q4-2018"
1329,"CALF Turnkey","South Dublin","New Bancroft, Tallaght, Dublin 24 (Phase 1)*",16,"Cluid Housing","","","","","","Q3-2017"
1330,"CALF Turnkey","South Dublin","Palmerstown Way, Clondalkin, Dublin 22 (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q3-2018"
1331,"CALF Turnkey","South Dublin","Scholarstown Wood (Apartments), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1332,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q4-2017"
1333,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 2)*",4,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1334,"CALF Turnkey","South Dublin","Scholarstown Wood (Houses), Scholarstown Road, Rathfarnham, Dublin 16  (Phase 3)*",1,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
1335,"CALF Turnkey","South Dublin","Shackleton Park, Lucan, Co. Dublin (Phase 1)*",8,"Cluid Housing","","","","","","Q2-2019"
1336,"CALF Turnkey","South Dublin","St. Johns, Firhouse, Dublin 24 (Phase 1)*",10,"Respond","","","","","Q2-2018",""
1337,"CALF Turnkey","South Dublin","Station Road, Clondalkin, Co. Dublin (Phase 1)",5,"Respond","","","","","","Q3-2017"
1338,"CALF Turnkey","South Dublin","Stone Masons Court, Fortunestown Lane, Citywest Dublin (Phase 1)*",12,"Cluid Housing","","","","","","Q2-2019"
1339,"CALF Turnkey","South Dublin","Temple Court, Temple Woods, Greenhills Road, Dublin 12 (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1340,"CALF Turnkey","South Dublin","The Mews, Citywest Village, Citywest, Dublin 24 (Phase 1)*",22,"Fold Housing Association Ireland Ltd","","","","","Q3-2019",""
1341,"CALF Turnkey","South Dublin","The Rise, Citywest Village, Citywest, Dublin 24 (Phase 1)*",13,"Fold Housing Association Ireland Ltd","","","","","Q1-2018",""
1342,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 1)*",2,"T�ath Housing Association Ltd","","","","","","Q3-2017"
1343,"CALF Turnkey","South Dublin","Tullyhall, Lucan, Co Dublin (Phase 2)*",2,"T�ath Housing Association Ltd","","","","","","Q4-2018"
1344,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 1)",28,"Cluid Housing","","","","","","Q4-2018"
1345,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 2)",28,"Cluid Housing","","","","","","Q2-2019"
1346,"CALF Turnkey","South Dublin","Westpark, Garters Lane, Saggert, Co Dublin  (Phase 3)",28,"Cluid Housing","","","","","Q2-2018",""
1347,"CALF Turnkey","South Dublin","Wilkins Court, Limekiln Lane, Dublin 12 (Phase 1)*",6,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2019"
1348,"CALF Turnkey","South Dublin","Wilkins View, Greenhills, Dublin 12 (Phase 1)*",3,"Circle Voluntary Housing Association Ltd","","","","","","Q2-2018"
1349,"CAS CONSTRUCTION","South Dublin","Collinstown Grove, Clondalkin",4,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1350,"CAS CONSTRUCTION","South Dublin","Old Nangor Road, Clondalkin",10,"Simon Community : Dublin Simon","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1351,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","South Dublin","Corkage Grange (part of Kilcarbery)",109,"*N/A","","","","","Q1-2019",""
1352,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght",17,"*N/A","","","","","","Q4-2018"
1353,"SHIP CONSTRUCTION","South Dublin","Letts Field, Neilstown, Clondalkin",37,"*N/A","","","","","","Q4-2018"
1354,"SHIP CONSTRUCTION","South Dublin","Owendoher, Ballyboden,  Rathfarnham",40,"*N/A","","","","","","Q1-2019"
1355,"SHIP CONSTRUCTION","South Dublin","Dromcarra, Tallaght",14,"*N/A","","","","","","Q4-2018"
1356,"SHIP CONSTRUCTION","South Dublin","Fortunestown (MacUilliam)",28,"*N/A","","","","","","Q4-2018"
1357,"SHIP CONSTRUCTION","South Dublin","Mayfield Estate, Clondalkin",17,"*N/A","","","","","","Q2-2018"
1358,"SHIP CONSTRUCTION","South Dublin","St Marks Green, Clondalkin",11,"*N/A","","","","","","Q3-2018"
1359,"SHIP CONSTRUCTION","South Dublin","St. Marks Avenue, Clondalkin",41,"*N/A","Stage 1 approved Q1-2015, outline design and costs being prepared.","","","","",""
1360,"SHIP CONSTRUCTION","South Dublin","St Finians",2,"*N/A","","","","","","Q3-2016"
1361,"SHIP CONSTRUCTION","South Dublin","Suncroft, Tallaght",10,"*N/A","","","","","","Q4-2016"
1362,"SHIP CONSTRUCTION","South Dublin","Belgard Road",3,"*N/A","","","","","","Q1-2016"
1363,"SHIP CONSTRUCTION","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght",13,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1364,"SHIP CONSTRUCTION","South Dublin","Homeville, Knocklyon, Dublin 16",16,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1365,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght (Phase 2)",9,"*N/A","","","","","","Q1-2019"
1366,"SHIP CONSTRUCTION","South Dublin","Nangor Road, Clondalkin, Dublin 22",93,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1367,"SHIP CONSTRUCTION RAPID","South Dublin","Killininny Road, Firhouse (Old Mill, Old Bawn)",24,"*N/A","","","","","","Q4-2018"
1368,"SHIP CONSTRUCTION RAPID","South Dublin","St Cuthbert's, Clondalkin (Phase 1)",63,"*N/A","","","","","","Q3-2019"
1369,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght",47,"*N/A","","","","","","Q2-2018"
1370,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght (Phase 2)",22,"*N/A","","","","","","Q3-2018"
1371,"SHIP CONSTRUCTION RAPID","South Dublin","St. Aidan's Brookfield, Tallaght (Sheehy Skeffington)",21,"*N/A","","","","","","Q4-2018"
1372,"SHIP CONSTRUCTION RAPID","South Dublin","Riversdale, Clondalkin, Dublin 22",44,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1373,"SHIP CONSTRUCTION RAPID","South Dublin","Riverside Cottages, Templeogue",13,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
1374,"SHIP CONSTRUCTION TURNKEY","South Dublin","Ardsolus, Kingswood, Dublin 24",2,"*N/A","","","","","","Q4-2018"
1375,"SHIP CONSTRUCTION TURNKEY","South Dublin","White Pines, Stocking Avenue, Rathfarnham, Dublin 16",26,"*N/A","","","","","","Q4-2018"
1376,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,"Respond","","","","","Q2-2018",""
1377,"CALF Turnkey","Tipperary","An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,"Respond","","","","","Q2-2018",""
1378,"CALF Turnkey","Tipperary","Ashbury, Roscrea, Co Tipperary (Phase 1)",12,"Cluid Housing","","","","","","Q2-2017"
1379,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,"Co-operative Housing Ireland","","","","","","Q4-2018"
1380,"CALF Turnkey","Tipperary","Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",17,"Co-operative Housing Ireland","","","","","Q1-2019",""
1381,"CALF Turnkey","Tipperary","Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1382,"CAS CONSTRUCTION","Tipperary","Ballinagrana, Carrick on Suir",3,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1383,"CAS CONSTRUCTION","Tipperary","Castle Street, Carrick on Suir",1,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1384,"CAS CONSTRUCTION","Tipperary","The Strand, Carrick on Suir",3,"Camphill Communities of Ireland","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1385,"CAS CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",9,"Cluid Housing Association","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1386,"CAS CONSTRUCTION","Tipperary","Stanwix House, Kickham Street, Thurles",19,"Thurles Lions Trust Housing Assoc.","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1387,"CAS CONSTRUCTION TURNKEY","Tipperary","Monastery Close, Templemore Road, Thurles",15,"Thurles Lions Trust Housing Assoc.","","","","","","Q2-2019"
1388,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport, Tipperary",3,"*N/A","","","","","","Q4-2018"
1389,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1390,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",28,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
1391,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",28,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1392,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",11,"*N/A","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1393,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
1394,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1395,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",12,"*N/A","Stage 1 approved Q1-2016, outline design and costs being prepared.","","","","",""
1396,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
1397,"SHIP CONSTRUCTION","Tipperary","Borrisokane",16,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1398,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1399,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1400,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","Q4-2018",""
1401,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
1402,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","Q1-2019",""
1403,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
1404,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1405,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
1406,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
1407,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
1408,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",12,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1409,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
1410,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
1411,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1412,"SHIP CONSTRUCTION","Tipperary","Twomileborris, Thurles",22,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1413,"SHIP CONSTRUCTION","Tipperary","Donohill, ",4,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1414,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1415,"SHIP CONSTRUCTION","Tipperary","Clerihan",14,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1416,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",9,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1417,"SHIP CONSTRUCTION","Tipperary","Ardcroney",4,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1418,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard",6,"*N/A","","","","","","Q2-2019"
1419,"SHIP CONSTRUCTION TURNKEY","Tipperary","Strylea, Fethard",3,"*N/A","","","","","Q4-2018",""
