"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
196,"SHIP CONSTRUCTION TURNKEY","Cork City","Gearney's Boreen, Commons Road, Cork",3,"*N/A","","","","","","Q4-2019"
197,"SHIP CONSTRUCTION TURNKEY","Cork City","Woods Street",16,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
198,"SHIP CONSTRUCTION TURNKEY","Cork City","Church Road, Blackrock",43,"*N/A","","","","","","Q3-2018"
199,"SHIP CONSTRUCTION TURNKEY","Cork City","1-5, Ard Aoibhinn, Banduff, Mayfield",5,"*N/A","","","","","","Q3-2018"
200,"SHIP CONSTRUCTION TURNKEY","Cork City","Corcorans Quay",3,"*N/A","","","","","Q2-2018",""
201,"SHIP CONSTRUCTION TURNKEY","Cork City","High Street",9,"*N/A","","","","","","Q4-2019"
202,"SHIP CONSTRUCTION TURNKEY","Cork City","Ballinure Road, Cork City",5,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
203,"SHIP CONSTRUCTION TURNKEY","Cork City","Moss Lane, Riverway, Cork",5,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
204,"SHIP CONSTRUCTION TURNKEY","Cork City","7-11 Gerald Griffin Street, Cork",13,"*N/A","","","","","Q2-2019",""
205,"SHIP CONSTRUCTION TURNKEY","Cork City","29/30 Lower John Street, Cork",17,"*N/A","","","","","Q1-2019",""
206,"SHIP CONSTRUCTION TURNKEY","Cork City","Skehard Road, Blackrock, Cork",16,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
207,"SHIP CONSTRUCTION TURNKEY","Cork City","Coach Street, Cork",13,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
208,"SHIP CONSTRUCTION TURNKEY","Cork City","Shanakiel Road, Cork",20,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
209,"SHIP CONSTRUCTION TURNKEY","Cork City","Spring Lane, Blackpool, Cork",8,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
210,"SHIP CONSTRUCTION TURNKEY","Cork City","Glen Ryan Road, Cork",9,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
211,"SHIP CONSTRUCTION TURNKEY","Cork City","1-4 Marble Lane",4,"*N/A","","","","","","Q4-2017"
212,"SHIP CONSTRUCTION TURNKEY","Cork City","Sheridan Park, Tramore Road",28,"*N/A","","","","","","Q4-2016"
213,"SHIP CONSTRUCTION TURNKEY","Cork City","37-39 Dublin Street, Blackpool, Cork",5,"*N/A","","","","","","Q2-2018"
214,"SHIP CONSTRUCTION TURNKEY","Cork City","6-10, Ard Aoibhinn, Banduff, Mayfield",5,"*N/A","","","","","","Q4-2018"
215,"SHIP CONSTRUCTION TURNKEY","Cork City","2 Deanrock Cottages, Togher",4,"*N/A","","","","","","Q4-2018"
216,"SHIP CONSTRUCTION TURNKEY","Cork City","258 & 259 Blarney Street, Cork",2,"*N/A","","","","","","Q1-2018"
217,"SHIP CONSTRUCTION TURNKEY","Cork City","1 & 2 The Groves, Skehard Road, Cork",2,"*N/A","","","","","","Q2-2018"
218,"SHIP CONSTRUCTION TURNKEY","Cork City","3B & 9B South Terrace Court, South Terrace, Cork",2,"*N/A","","","","","","Q4-2018"
219,"SHIP CONSTRUCTION TURNKEY","Cork City","Sites 3 & 8, Knockfree Cottages, Knockfree Avenue, Glengarriff Road, Fairhill, Cork",2,"*N/A","","","","","","Q4-2019"
220,"SHIP CONSTRUCTION TURNKEY","Cork City","Whites Street",43,"*N/A","","","","","","Q4-2019"
221,"CALF Construction","Cork County","Duntahane, Fermoy, Co. Cork (Phase 1)",46,"Respond","","","","","Q4-2018",""
222,"CALF Construction","Cork County","Firgrove Harrisons lane (Phase 1)",6,"Co-operative Housing Ireland","","","","","","Q4-2017"
223,"CALF Construction","Cork County","Post Tender - Radharc An tSaile, Cappagh, Ballynacubby, Kinsale, Co Cork (Phase 1)",40,"Cluid Housing","","","","","Q4-2018",""
224,"CALF Turnkey","Cork County","3 units, Mullavale, Castletownroche, Co. Cork (Phase 1)",3,"Respond","","","","","","Q2-2019"
225,"CALF Turnkey","Cork County","Beach Road, Passage West, Co. Cork (Phase 1)",3,"Cluid Housing","","","","","","Q4-2017"
226,"CALF Turnkey","Cork County","Brookhill, Carrigaline, Co. Cork (Phase 1)*",31,"Co-operative Housing Ireland","","","","","Q4-2018",""
227,"CALF Turnkey","Cork County","Brookhill, Carrigaline, Co. Cork (Phase 2)",8,"Co-operative Housing Ireland","","","","","Q4-2018",""
228,"CALF Turnkey","Cork County","Codrum, Macroom, Co. Cork (Phase 1)",5,"T�ath Housing Association Ltd","","","","","Q2-2019",""
229,"CALF Turnkey","Cork County","College Manor, Cobh (Phase 1)",10,"T�ath Housing Association Ltd","","","","","","Q4-2016"
230,"CALF Turnkey","Cork County","Coolroe, Ballincollig, Co. Cork (Phase 1)*",44,"Respond","","","","","Q3-2019",""
231,"CALF Turnkey","Cork County","Market Green, Knockgriffin, Midleton, Co. Cork (Phase 2)*",22,"Respond","","","","","Q4-2018",""
232,"CALF Turnkey","Cork County","Mullavale, Castletownroche, Co. Cork (Phase 1)",6,"Respond","","","","","","Q4-2018"
233,"CALF Turnkey","Cork County","Ticknock, Cobh, Cork (Phase 1)",8,"Respond","","","","","","Q4-2018"
234,"CALF Turnkey","Cork County","Brookhill (5 Units), Carrigaline, Cork (Phase 1)",5,"Co-operative Housing Ireland","","","","","","Q4-2019"
235,"CALF Turnkey","Cork County","Weston, Carrigaline, Co. Cork (Phase 1)",7,"Respond","","","","","","Q2-2018"
236,"CALF Turnkey","Cork County","Market Green, Knockgriffin, Midleton, Co. Cork (Phase 1)",20,"Respond","","","","","","Q4-2019"
237,"CALF Turnkey","Cork County","Tanners Field, Bandon, Co Cork  (Phase 1)",11,"T�ath Housing Association Ltd","","","","","","Q3-2019"
238,"CALF Turnkey","Cork County","Togher Cross, Lehenaghmore, Co. Cork (Phase 1)",9,"Cluid Housing","","","","","","Q4-2019"
239,"CAS CONSTRUCTION","Cork County","Sisters of Mercy Church and Convent at Knocknamuck, Bantry Bay",16,"Cluid Housing Association","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
240,"CAS CONSTRUCTION","Cork County","Cuan Barra, Kilmore, Ballingeary",3,"Coiste Tithe Uibh Laoire Teoranta","","","","","","Q3-2018"
241,"CAS CONSTRUCTION","Cork County","Avenue House, Bandon",9,"Bandon Geriatric ? Community Council","","","","","","Q1-2018"
242,"CAS CONSTRUCTION","Cork County","Caim Hill, Townlands, Rosscarbery",9,"Rosscarbery Housing Association Ltd","","","","","","Q1-2019"
243,"CAS CONSTRUCTION","Cork County","Fellowship House, Togher",31,"Tabor Lodge Addiction ? Housing Services Ltd","","","","","","Q2-2018"
244,"CAS CONSTRUCTION","Cork County","Care Home Facility, Masseytown, Macroom",1,"T�ath Housing Association Ltd","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
245,"CAS CONSTRUCTION","Cork County","Baile Bhuire, Macroom",3,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
246,"CAS CONSTRUCTION","Cork County","Charleville, Church View, Love Lane, Charleville",8,"Charleville Care Project Ltd","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
247,"CAS CONSTRUCTION","Cork County","St. Michaels, 36 Main Street, Bandon, Co. Cork",6,"Bandon Geriatric ? Community Council","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
248,"CAS CONSTRUCTION","Cork County","Church View, Love Lane, Charleville",4,"Charleville Care Project Ltd","","","","","","Q4-2019"
249,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","The Miles, Clonakilty",52,"*N/A","","","","","Q4-2019",""
250,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","Poundhill, Skibbereen",50,"*N/A","","","","","Q4-2019",""
251,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Cork County","Oakwood, Macroom",50,"*N/A","","","","","Q4-2019",""
252,"SHIP CONSTRUCTION","Cork County","Abbeywood, Midleton",70,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
253,"SHIP CONSTRUCTION","Cork County","Ard Na Greine, Cortmacsherry",17,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
254,"SHIP CONSTRUCTION","Cork County","Station Road, Blarney",18,"*N/A","","","","","Q3-2019",""
255,"SHIP CONSTRUCTION","Cork County","Bluepool, Kanturk",12,"*N/A","","","","","Q4-2019",""
256,"SHIP CONSTRUCTION","Cork County","Beechgrove, Clonakilty",57,"*N/A","","","","","Q3-2019",""
257,"SHIP CONSTRUCTION","Cork County","Newtown House , Bantry",1,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
258,"SHIP CONSTRUCTION","Cork County","Fairfield, Masseytown, Macroom",7,"*N/A","","","","","","Q4-2018"
259,"SHIP CONSTRUCTION","Cork County","12 & 14 Droum, Castletownbere",2,"*N/A","","","","","","Q4-2018"
260,"SHIP CONSTRUCTION","Cork County","Kilnagleary, Carrigaline (Phase 4)",15,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
261,"SHIP CONSTRUCTION","Cork County","Oliver Plunkett Hill, Fermoy",10,"*N/A","","","","","","Q2-2017"
262,"SHIP CONSTRUCTION","Cork County","Townsend Street, Skibbereen",6,"*N/A","","","","","Q3-2019",""
263,"SHIP CONSTRUCTION","Cork County","Forest View, Mallow",10,"*N/A","","","","","Q4-2019",""
264,"SHIP CONSTRUCTION","Cork County","11/10 Harbour Hill, Cobh",1,"*N/A","","","","","","Q2-2018"
265,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline",10,"*N/A","","","","","","Q4-2018"
266,"SHIP CONSTRUCTION","Cork County","Kearney's field Dunmanway",5,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
267,"SHIP CONSTRUCTION","Cork County","Richmond Court, Bandon",6,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
268,"SHIP CONSTRUCTION","Cork County","Brigown Road, Mitchelstown",8,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
269,"SHIP CONSTRUCTION","Cork County","Sleaveen Sleaveen East, Macroom",8,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
270,"SHIP CONSTRUCTION","Cork County","Kilnagleary, Carrigaline Phase 1B",5,"*N/A","","","","","","Q4-2018"
271,"SHIP CONSTRUCTION","Cork County","Pound Lane, Kilworth ",6,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
272,"SHIP CONSTRUCTION","Cork County","24 Glenview Terrace Lyre Co Cork",1,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
273,"SHIP CONSTRUCTION","Cork County","Broomfield West, Avoncore, Midelton",10,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
274,"SHIP CONSTRUCTION","Cork County","Uplands (Phase 2), College Road,  Fermoy",11,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
275,"SHIP CONSTRUCTION","Cork County","Lissoran, Ballinspittle",4,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
276,"SHIP CONSTRUCTION","Cork County","Tower View/C�irt na Sil�n�, Cloyne, East Cork - Phase 2",2,"*N/A","","","","Stage 4 approved Q2-2018, the scheme is fully approved.","",""
277,"SHIP CONSTRUCTION","Cork County","Convent Road, Doneraile",17,"*N/A","Stage 1 approved Q4-2019, outline design and costs being prepared.","","","","",""
278,"SHIP CONSTRUCTION","Cork County","Kearney's field Dunmanway",13,"*N/A","","","Stage 3 approved Q3-2019, the scheme is now approved to proceed to tender.","","",""
279,"SHIP CONSTRUCTION","Cork County","Downeen Cross, Rosscarbery",7,"*N/A","","","","","","Q4-2019"
280,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1A & 1B (ii))",16,"*N/A","","","","","","Q1-2019"
281,"SHIP CONSTRUCTION","Cork County","Kilnagleary Carrigaline (Phase 1C)",18,"*N/A","","","","","","Q1-2019"
282,"SHIP CONSTRUCTION","Cork County","Tower View/C�irt na Sil�n�, Cloyne, East Cork Phase 1",7,"*N/A","","","","","","Q3-2019"
283,"SHIP CONSTRUCTION","Cork County","Tudor Grove, Ballincollig",16,"*N/A","","","","","","Q4-2019"
284,"SHIP CONSTRUCTION","Cork County","Castletreasure Grove, Douglas",2,"*N/A","","","","","","Q4-2019"
285,"SHIP CONSTRUCTION","Cork County","Model Village, Dripsey",6,"*N/A","","","","","Q2-2019",""
286,"SHIP CONSTRUCTION","Cork County","Seaview Cottages, Derrymihan, Castletownbere",3,"*N/A","","","","","Q3-2019",""
287,"SHIP CONSTRUCTION","Cork County","Knocknagown, Rylane",1,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
288,"SHIP CONSTRUCTION","Cork County","Thomas Kent Street, Cobh",1,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
289,"SHIP CONSTRUCTION","Cork County","Curraleigh, Inniscarra",1,"*N/A","","","","","","Q3-2019"
290,"SHIP CONSTRUCTION TURNKEY","Cork County","An Tui, Lisgoold, Leamlara",3,"*N/A","","","","","","Q4-2019"
291,"SHIP CONSTRUCTION TURNKEY","Cork County","Baltimore, West Cork",12,"*N/A","","","","","","Q4-2019"
292,"SHIP CONSTRUCTION TURNKEY","Cork County","Beacon Point, Baltimore",6,"*N/A","","","","","","Q2-2019"
293,"SHIP CONSTRUCTION TURNKEY","Cork County","Bruhenny, Churchtown",6,"*N/A","","","","","","Q4-2019"
294,"SHIP CONSTRUCTION TURNKEY","Cork County","Chapel Court, Skibbereen",2,"*N/A","","","","","","Q4-2019"
295,"SHIP CONSTRUCTION TURNKEY","Cork County","Chapel Court, Skibbereen",3,"*N/A","","","","","","Q4-2019"
296,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas",9,"*N/A","","","","","","Q2-2019"
297,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 2",14,"*N/A","","","","","","Q4-2019"
298,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Cobh",6,"*N/A","","","","","","Q3-2019"
299,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Ard, Freemount",4,"*N/A","","","","","","Q4-2019"
300,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill",18,"*N/A","","","","","","Q2-2018"
301,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis Alainn & Castleoaks, Bandon",11,"*N/A","","","","","","Q4-2017"
302,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Tuairigh, Youghal",3,"*N/A","","","","","","Q4-2018"
303,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",2,"*N/A","","","","","","Q3-2019"
304,"SHIP CONSTRUCTION TURNKEY","Cork County","Clondulane, Fermoy",2,"*N/A","","","","","","Q4-2017"
305,"SHIP CONSTRUCTION TURNKEY","Cork County","College Wood, Cobh",31,"*N/A","","","","","","Q4-2017"
306,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas (Phase 3)",12,"*N/A","","","","","","Q4-2017"
307,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Cairn, Station Road, Carrigtwohill",7,"*N/A","","","","","","Q4-2019"
308,"SHIP CONSTRUCTION TURNKEY","Cork County","CulAird Carraigtwohill",29,"*N/A","","","","","","Q4-2017"
309,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas",12,"*N/A","","","","","","Q1-2017"
310,"SHIP CONSTRUCTION TURNKEY","Cork County","Castletreasure, Douglas (Phase 2)",16,"*N/A","","","","","","Q1-2017"
311,"SHIP CONSTRUCTION TURNKEY","Cork County","Claragh Road, Millstreet",5,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
312,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary�s Road, Dunmanway Phase 2",7,"*N/A","","","","","Q3-2018",""
313,"SHIP CONSTRUCTION TURNKEY","Cork County","Glanworth, Fermoy",10,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
314,"SHIP CONSTRUCTION TURNKEY","Cork County","Cluain Reidh, Ballyvourney",1,"*N/A","","","","","","Q4-2019"
315,"SHIP CONSTRUCTION TURNKEY","Cork County","Corrin View, Fermoy",6,"*N/A","","","","","","Q2-2019"
316,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy",4,"*N/A","","","","","","Q4-2019"
317,"SHIP CONSTRUCTION TURNKEY","Cork County","No. 43 & No. 50 Chapel Court, Skibbereen ",2,"*N/A","","","","","","Q3-2018"
318,"SHIP CONSTRUCTION TURNKEY","Cork County","Cul Na Smear, Bandon",14,"*N/A","","","","","","Q4-2018"
319,"SHIP CONSTRUCTION TURNKEY","Cork County","Glen Dara, Ard Cashel, Watergrasshill",6,"*N/A","","","","","","Q4-2018"
320,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal",15,"*N/A","","","","","Q1-2019",""
321,"SHIP CONSTRUCTION TURNKEY","Cork County","Lismire",4,"*N/A","","","","","","Q4-2018"
322,"SHIP CONSTRUCTION TURNKEY","Cork County","Rylane, Mount Rivers, Co. Cork.",3,"*N/A","","","","Stage 4 approved Q2-2018, the scheme is fully approved.","",""
323,"SHIP CONSTRUCTION TURNKEY","Cork County","Clarendon Brooks, Carrs Hill, Douglas Phase 3",21,"*N/A","","","","","Q1-2019",""
324,"SHIP CONSTRUCTION TURNKEY","Cork County","Seafield, Bantry, ",3,"*N/A","","","","","Q3-2018",""
325,"SHIP CONSTRUCTION TURNKEY","Cork County","Eyeries, Castletownbere",6,"*N/A","","","","","Q2-2019",""
326,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal",13,"*N/A","","","","","","Q4-2018"
327,"SHIP CONSTRUCTION TURNKEY","Cork County","Fairgreen, Mallow",10,"*N/A","","","","","","Q4-2019"
328,"SHIP CONSTRUCTION TURNKEY","Cork County","No.9 and No.10  Chapel Court, Skibbereen,",2,"*N/A","","","","","","Q4-2018"
329,"SHIP CONSTRUCTION TURNKEY","Cork County","Tir Cluain, Midleton",8,"*N/A","","","","","","Q4-2018"
330,"SHIP CONSTRUCTION TURNKEY","Cork County","College Mews, Cobh",6,"*N/A","","","","","","Q4-2018"
331,"SHIP CONSTRUCTION TURNKEY","Cork County","Rathcormac",4,"*N/A","","","","","","Q4-2018"
332,"SHIP CONSTRUCTION TURNKEY","Cork County","Gleann Orga, Ballinhassig",4,"*N/A","","","","","","Q4-2019"
333,"SHIP CONSTRUCTION TURNKEY","Cork County","Glenbeg The Beeches, Boherbue",4,"*N/A","","","","","","Q4-2019"
334,"SHIP CONSTRUCTION TURNKEY","Cork County","Church Road/Station Road, Carrigtwohill (2)",7,"*N/A","","","","","","Q3-2018"
335,"SHIP CONSTRUCTION TURNKEY","Cork County","Percival St, Kanturk",2,"*N/A","","","","","","Q4-2018"
336,"SHIP CONSTRUCTION TURNKEY","Cork County","9 & 9a Main Street, Boherbue",2,"*N/A","","","","","","Q4-2018"
337,"SHIP CONSTRUCTION TURNKEY","Cork County","Glengarriff",5,"*N/A","","","","","","Q4-2019"
338,"SHIP CONSTRUCTION TURNKEY","Cork County","Inis F�il, Curraclough, Bandon",13,"*N/A","","","","","","Q4-2019"
339,"SHIP CONSTRUCTION TURNKEY","Cork County","Maple Woods, Midleton",6,"*N/A","","","","","","Q4-2018"
340,"SHIP CONSTRUCTION TURNKEY","Cork County","Crann Ard, Fermoy - Phase 3",8,"*N/A","","","","","Q4-2017",""
341,"SHIP CONSTRUCTION TURNKEY","Cork County","St. Mary's Road, Dunmanway Phase 3",6,"*N/A","","","","","Q4-2018",""
342,"SHIP CONSTRUCTION TURNKEY","Cork County","Sweetfields, Youghal, Phase 2",20,"*N/A","","","","","Q1-2019",""
343,"SHIP CONSTRUCTION TURNKEY","Cork County","Copper Point, Schull, Co. Cork",7,"*N/A","","","","","Q2-2019",""
344,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore, Bloomfield, Midleton",10,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
345,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Broomfield, Midleton - Phase 2",8,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
346,"SHIP CONSTRUCTION TURNKEY","Cork County","Mill Road, Avoncore,  Bloomfield, Midleton - Phase 3",22,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
347,"SHIP CONSTRUCTION TURNKEY","Cork County","Spa Glen,Ballyviniter, Mallow ",52,"*N/A","","","","","Q1-2019",""
348,"SHIP CONSTRUCTION TURNKEY","Cork County","Lios Ard BallyHooly",20,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
349,"SHIP CONSTRUCTION TURNKEY","Cork County","Millview Road, Kanturk",11,"*N/A","","","","","","Q4-2019"
350,"SHIP CONSTRUCTION TURNKEY","Cork County","Oliver Plunkett Place, Doneraile",2,"*N/A","","","","","","Q4-2019"
351,"SHIP CONSTRUCTION TURNKEY","Cork County","Parklands, Youghal - Phase 2",6,"*N/A","","","","","","Q2-2019"
352,"SHIP CONSTRUCTION TURNKEY","Cork County","Quartertown, Mallow",5,"*N/A","","","","","","Q4-2019"
