"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
1665,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2",1,"*N/A","","","","","","Q4-2018"
1666,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4",4,"*N/A","","","","","","Q4-2018"
1667,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3",5,"*N/A","","","","","","Q4-2018"
1668,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 4",1,"*N/A","","","","","","Q4-2018"
1669,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 3",2,"*N/A","","","","","","Q2-2019"
1670,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",2,"*N/A","","","","","","Q2-2019"
1671,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q1-2019"
1672,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",3,"*N/A","","","","","","Q4-2019"
1673,"SHIP CONSTRUCTION SINGLE STAGE","Louth","Moneymore, Drogheda",1,"*N/A","","","","","Q2-2020",""
1674,"SHIP CONSTRUCTION SINGLE STAGE","Louth","Gort Uaine, Clogherhead",1,"*N/A","","","","","Q3-2020",""
1675,"SHIP CONSTRUCTION SINGLE STAGE","Louth","School Lane, Dunleer",1,"*N/A","","","","","Q3-2020",""
1676,"SHIP CONSTRUCTION SINGLE STAGE","Louth","Doire Beag, Collon",6,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1677,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 2",1,"*N/A","","","","","","Q3-2019"
1678,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 6",1,"*N/A","","","","","","Q3-2019"
1679,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",4,"*N/A","","","","","","Q3-2019"
1680,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 6",2,"*N/A","","","","","","Q4-2019"
1681,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q1-2020"
1682,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q2-2020"
1683,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q2-2020"
1684,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q2-2020"
1685,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 5 - Dundalk",1,"*N/A","","","","","","Q4-2020"
1686,"SHIP CONSTRUCTION SINGLE STAGE","Louth","CPO Bundle 6",1,"*N/A","","","","","","Q3-2020"
1687,"SHIP CONSTRUCTION","Louth","Woodlands, Dunleer",4,"*N/A","","","","","","Q4-2016"
1688,"SHIP CONSTRUCTION","Louth","Boice Court (Phase 2), Drogheda",72,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1689,"SHIP CONSTRUCTION","Louth","Father Finn Park (Phase 2)",17,"*N/A","","","","","","Q2-2021"
1690,"SHIP CONSTRUCTION","Louth","Mount Avenue, Dundalk",93,"*N/A","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1691,"SHIP CONSTRUCTION","Louth","Muirhevnamor, Dundalk (Phase 1)",11,"*N/A","","","","","Q1-2021",""
1692,"REGENERATION","Louth","Cox's Demesne Phase 2a",14,"*N/A","","","","","","Q4-2016"
1693,"REGENERATION","Louth","Cox's Demesne Phase 2b",22,"*N/A","","","","","Q1-2020",""
1694,"CAS CONSTRUCTION TURNKEY","Louth","Liscorrie, Bog Road, Drogheda",12,"T�ath Housing Association Ltd","","","","","","Q2-2021"
1695,"CAS CONSTRUCTION","Louth","5 Slieveroe Crescent, Dundalk",1,"Cluid Housing Association","","","","","Q1-2021",""
1696,"CAS CONSTRUCTION","Louth","Barrack Street, Dundalk",21,"Simon Community : Dundalk Simon","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1697,"CAS CONSTRUCTION","Louth","McArdle Green (Moneymore), Drogheda",1,"North ? East Housing Association Ltd","","","","","","Q4-2018"
1698,"CAS CONSTRUCTION","Louth","Tierney Street, Ardee",7,"Oaklee Housing Trust","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
1699,"CAS CONSTRUCTION","Louth","Tredagh View, Drogheda",1,"Respond","","","","","","Q1-2017"
1700,"CAS CONSTRUCTION","Louth","Coulter Park, Dundalk",7,"T�ath Housing Association Ltd","","","","","Q3-2021",""
1701,"CAS CONSTRUCTION","Louth","Four Winds, Mullacapple, Collon",1,"St. John of God Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1702,"CAS CONSTRUCTION","Louth","St. John's Home, Peter's Hill, Drogheda",4,"North ? East Housing Association Ltd","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
1703,"CAS CONSTRUCTION","Louth","Riverwell Close, Dundalk",1,"Respond","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
1704,"CAS CONSTRUCTION","Louth","Highfield, Newry Road, Dundalk (Domestic Violence Refuge)",12,"*N/A","Stage 1 approved Q2-2020, outline design and costs being prepared.","","","","",""
1705,"CAS CONSTRUCTION","Louth","10-16 The Alleys, St. Peter's Place, Drogheda",14,"Peter McVerry Trust Ltd","Stage 1 approved Q1-2020, outline design and costs being prepared.","","","","",""
1706,"CALF Turnkey","Louth","2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,"North & East Housing Association Ltd","","","","","","Q2-2019"
1707,"CALF Turnkey","Louth","Aston Village, Drogheda (Phase 1)*",8,"Respond","","","","","","Q3-2018"
1708,"CALF Construction","Louth","Bishops Court, Dundalk, Co Louth  (Phase 1)",2,"Tuath Housing Association","","","","","","Q3-2020"
1709,"CALF Turnkey","Louth","Carlinn Drive, Mullaharlin Road, Dundalk, Co. Louth (Phase 1)",6,"Cl�id Housing","","","","","","Q4-2020"
1710,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 1)",4,"Cl�id Housing","","","","","","Q1-2017"
1711,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 2)",10,"Cl�id Housing","","","","","","Q1-2017"
1712,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 1)",9,"Tuath Housing Association","","","","","","Q1-2018"
1713,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 2)*",20,"Tuath Housing Association","","","","","","Q1-2018"
1714,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 3)",8,"Tuath Housing Association","","","","","","Q3-2018"
1715,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 4)",15,"Tuath Housing Association","","","","","","Q3-2018"
1716,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 5)",6,"Tuath Housing Association","","","","","","Q4-2018"
1717,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 6)*",22,"Tuath Housing Association","","","","","","Q4-2018"
1718,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 7)",22,"Tuath Housing Association","","","","","","Q2-2019"
1719,"CALF Turnkey","Louth","Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 1)*",16,"Tuath Housing Association","","","","","","Q1-2021"
1720,"CALF Turnkey","Louth","Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 2)",10,"Tuath Housing Association","","","","","","Q2-2021"
1721,"CALF Turnkey","Louth","Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 3)",16,"Tuath Housing Association","","","","","Q1-2020",""
1722,"CALF Turnkey","Louth","Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 4)",11,"Tuath Housing Association","","","","","Q1-2020",""
1723,"CALF Turnkey","Louth","Cathedral View, Ramparts, Dundalk, Co. Louth (Phase 5)",12,"Tuath Housing Association","","","","","Q1-2020",""
1724,"CALF Turnkey","Louth","Clonmore Close, Ardee, Co. Louth (Phase 1)",12,"Cl�id Housing","","","","","","Q1-2021"
1725,"CALF Turnkey","Louth","Clonmore Close, Ardee, Co. Louth (Phase 2)*",15,"Cl�id Housing","","","","","","Q3-2021"
1726,"CALF Turnkey","Louth","Clonmore Close, Ardee, Co. Louth (Phase 3)",15,"Cl�id Housing","","","","","Q3-2019",""
1727,"CALF Turnkey","Louth","Clonmore Close, Ardee, Co. Louth (Phase 4)",13,"Cl�id Housing","","","","","Q3-2019",""
1728,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,"Tuath Housing Association","","","","","","Q4-2018"
1729,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,"Tuath Housing Association","","","","","","Q1-2019"
1730,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,"Tuath Housing Association","","","","","","Q2-2019"
1731,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 1)",10,"Cl�id Housing","","","","","","Q1-2017"
1732,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 2)",12,"Cl�id Housing","","","","","","Q3-2017"
1733,"CALF Turnkey","Louth","Donore Road, Drogheda, Co. Louth (Phase 1)",66,"Cl�id Housing","","","","","Q2-2021",""
1734,"CALF Turnkey","Louth","Dowdallshill, Dundalk, Co. Louth (Phase 1)*",13,"North & East Housing Association Ltd","","","","","","Q3-2020"
1735,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 1)*",65,"Respond","","","","","Q4-2020",""
1736,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 1)*",14,"Respond","","","","","","Q1-2019"
1737,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 2)*",14,"Respond","","","","","","Q4-2019"
1738,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth(Glenview) (Phase 3)",3,"Respond","","","","","Q3-2017",""
1739,"CALF Turnkey","Louth","Duiche Roden (formerly The Kitchen Garden)Desmesne Road, Dundalk, Co. Louth (Phase 1)*",87,"Cl�id Housing","","","","","Q4-2020",""
1740,"CALF Turnkey","Louth","Duiche Roden (formerly The Kitchen Garden)Desmesne Road, Dundalk, Co. Louth (Phase 2)",43,"Cl�id Housing","","","","","Q4-2020",""
1741,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",11,"Tuath Housing Association","","","","","","Q2-2019"
1742,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,"Tuath Housing Association","","","","","","Q2-2019"
1743,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",15,"Tuath Housing Association","","","","","","Q2-2019"
1744,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 4)*",47,"Tuath Housing Association","","","","","","Q3-2019"
1745,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 5)*",24,"Tuath Housing Association","","","","","","Q4-2019"
1746,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 6)*",1,"Tuath Housing Association","","","","","","Q4-2020"
1747,"CALF Construction","Louth","Fire Station Site, Scarlett St, Drogheda (Phase 1)",15,"North & East Housing Association Ltd","","","","","","Q4-2019"
1748,"CALF Turnkey","Louth","Haliday Mills, Quay Street, Dundalk, Co. Louth (Phase 1)*",85,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1749,"CALF Turnkey","Louth","Harbour Grove, Dundalk, Co. Louth (Phase 1)",8,"North & East Housing Association Ltd","","","","","","Q2-2020"
1750,"CALF Turnkey","Louth","Harbour View, Coulter Place, Dundalk (Phase 1)",24,"Cl�id Housing","","","","","","Q3-2021"
1751,"CALF Turnkey","Louth","Knock Shee Close, Blackrock, Co. Louth (Phase 1)",1,"Cl�id Housing","","","","","","Q4-2020"
1752,"CALF Turnkey","Louth","Knock Shee, Old Golf Links Road, Blackrock, Co Louth  (Phase 1)",3,"Cl�id Housing","","","","","","Q4-2017"
1753,"CALF Turnkey","Louth","Knockshee Close, Blackrock, Co. Louth (Phase 1)",3,"Cl�id Housing","","","","","","Q2-2020"
1754,"CALF Turnkey","Louth","Liscorrie, Bog Lane, Drogheda (Phase 1)",41,"Tuath Housing Association","","","","","","Q4-2017"
1755,"CALF Turnkey","Louth","Lismullen Grove, Dundalk, Co. Louth (Phase 1)*",15,"Tuath Housing Association","","","","","","Q4-2020"
1756,"CALF Turnkey","Louth","Lismullen Grove, Dundalk, Co. Louth (Phase 2)",8,"Tuath Housing Association","","","","","","Q1-2021"
1757,"CALF Turnkey","Louth","Mount Hamilton, Dundalk, Co. Louth (Phase 1)",20,"Cl�id Housing","","","","","","Q4-2019"
1758,"CALF Turnkey","Louth","Newfoundwell Road, Drogheda, Co Louth (Phase 1)*",55,"Cl�id Housing","","","","","Q3-2020",""
1759,"CALF Turnkey","Louth","Newfoundwell Road, Drogheda, Co Louth (Phase 2)",39,"Cl�id Housing","","","","","Q3-2020",""
1760,"CALF Turnkey","Louth","Newtown, Marsh Road, Drogheda, Co. Louth (Phase 1)*",17,"Respond","","","","","Q4-2020",""
1761,"CALF Turnkey","Louth","Newtown, Marsh Road, Drogheda, Co. Louth (Phase 2)*",23,"Respond","","","","","Q4-2020",""
1762,"CALF Turnkey","Louth","Newtown, Marsh Road, Drogheda, Co. Louth (Phase 3)*",46,"Respond","","","","","Q4-2020",""
1763,"CALF Turnkey","Louth","Newtown, Marsh Road, Drogheda, Co. Louth (Phase 4)*",47,"Respond","","","","","Q4-2020",""
1764,"CALF Turnkey","Louth","Oriel Heights, Collon, Co. Louth (Phase 1)*",13,"North & East Housing Association Ltd","","","","Q3-2021","",""
1765,"CALF Construction","Louth","Post Tender - Clos na Manach, Carlingford, Co Louth (Phase 1)",10,"Tuath Housing Association","","","","","","Q2-2018"
1766,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 1)",20,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1767,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Clanmil (Phase 2)*",25,"Clanmil Housing Association Ireland","","","","","Q1-2019",""
1768,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 1)",11,"Tuath Housing Association","","","","","","Q4-2019"
1769,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 2)*",16,"Tuath Housing Association","","","","","Q1-2019",""
1770,"CALF Turnkey","Louth","Racecourse Meadows, Dundalk, Co. Louth - Tuath (Phase 3)*",19,"Tuath Housing Association","","","","","Q1-2019",""
1771,"CALF Turnkey","Louth","Rath na Gloine, Commons Road, Louth (Phase 1)",3,"Cl�id Housing","","","","","","Q3-2016"
1772,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 1)",3,"North & East Housing Association Ltd","","","","","","Q4-2018"
1773,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 2)",6,"North & East Housing Association Ltd","","","","","","Q2-2019"
1774,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 3)",3,"North & East Housing Association Ltd","","","","","","Q3-2019"
1775,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 4)",14,"North & East Housing Association Ltd","","","","","","Q3-2019"
1776,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 5)",12,"North & East Housing Association Ltd","","","","","","Q4-2019"
1777,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Phase 6)",16,"North & East Housing Association Ltd","","","","","","Q4-2019"
1778,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 1)",4,"Tuath Housing Association","","","","","","Q2-2018"
1779,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 2)",6,"Tuath Housing Association","","","","","","Q3-2018"
1780,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 3)",4,"Tuath Housing Association","","","","","","Q3-2018"
1781,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 4)",15,"Tuath Housing Association","","","","","","Q4-2018"
1782,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 5)",6,"Tuath Housing Association","","","","","","Q2-2019"
1783,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 6)",4,"Tuath Housing Association","","","","","","Q4-2019"
1784,"CALF Turnkey","Louth","Rathmullen Road, Drogheda, Co. Louth (Tuath) (Phase 7)",12,"Tuath Housing Association","","","","","","Q3-2020"
1785,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 1)",12,"Cl�id Housing","","","","","","Q4-2017"
1786,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 2)",15,"Cl�id Housing","","","","","","Q3-2019"
1787,"CALF Turnkey","Louth","Revised - 43 Units at Mount Hamilton, Dundalk, Co Louth (Phase 3)",16,"Cl�id Housing","","","","","","Q4-2019"
1788,"CALF Turnkey","Louth","Scotch Hall, Drogheda, Co Louth  (Phase 1)",21,"Respond","","","","Q3-2021","",""
1789,"CALF Construction","Louth","Slieve Row Crescent, Dundalk (Phase 1)",1,"Cl�id Housing","","","","","","Q2-2016"
1790,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Co. Louth (Phase 1)",1,"North & East Housing Association Ltd","","","","","","Q4-2019"
1791,"CALF Turnkey","Louth","Termon River, Baltray Road, Termonfeckin, Drogheda, Co.Louth (Phase 1)*",1,"North & East Housing Association Ltd","","","","","","Q4-2019"
1792,"CALF Turnkey","Louth","Tullybrook, Drogheda, Co. Louth  (Phase 1)*",85,"Cl�id Housing","","","","","Q1-2021",""
1793,"PUBLIC PRIVATE PARTNERSHIP (Bundle 1)","Louth","Ravel Ardee Road, Dunleer",80,"*N/A","","","","","","Q2-2020"
1794,"SHIP CONSTRUCTION TURNKEY","Mayo","Carrabeg, Newport Road, Castlebar",2,"*N/A","","","","","","Q4-2018"
1795,"SHIP CONSTRUCTION TURNKEY","Mayo","Cois Abhainn, Bonniconlon",2,"*N/A","","","","","","Q2-2019"
1796,"SHIP CONSTRUCTION TURNKEY","Mayo","Chapel Street, Louisburgh",3,"*N/A","","","","","","Q4-2019"
1797,"SHIP CONSTRUCTION TURNKEY","Mayo","Bunree, Ballina",3,"*N/A","","","","","Q4-2019",""
1798,"SHIP CONSTRUCTION TURNKEY","Mayo","Heathervale, Castlebar - Phase 2",9,"*N/A","","","","","","Q4-2020"
1799,"SHIP CONSTRUCTION TURNKEY","Mayo","Friars Court, Ballina",2,"*N/A","","","","","","Q4-2019"
1800,"SHIP CONSTRUCTION TURNKEY","Mayo","Riverside Drive, Ballina",3,"*N/A","","","","","","Q4-2019"
1801,"SHIP CONSTRUCTION TURNKEY","Mayo","Davitt Terrace, Castlebar",4,"*N/A","","","","","","Q4-2019"
1802,"SHIP CONSTRUCTION TURNKEY","Mayo","Chapel St., Louisburgh",2,"*N/A","","","","","","Q4-2020"
1803,"SHIP CONSTRUCTION TURNKEY","Mayo","Ard Rua, Claremorris",7,"*N/A","","","","","","Q4-2019"
1804,"SHIP CONSTRUCTION TURNKEY","Mayo","Silver Springs, Claremorris",20,"*N/A","","","","","Q3-2020",""
1805,"SHIP CONSTRUCTION TURNKEY","Mayo","Barley Hill, Bohola",3,"*N/A","","","","","","Q4-2020"
1806,"SHIP CONSTRUCTION TURNKEY","Mayo","Main St., Charlestown",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1807,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","Pound Road, Castlebar",6,"*N/A","","","","","","Q4-2019"
1808,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","The Boreen, Crossmolina",3,"*N/A","","","","","Q1-2020",""
1809,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","Deel Court, Crossmolina",3,"*N/A","","","","","Q1-2020",""
1810,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","Kilmaine",6,"*N/A","","","","","","Q4-2019"
1811,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","Knockroe, Moygownagh",3,"*N/A","","","","","Q1-2020",""
1812,"SHIP CONSTRUCTION SINGLE STAGE","Mayo","Low Park, Charlestown",3,"*N/A","","","","","Q3-2020",""
1813,"SHIP CONSTRUCTION","Mayo","Knocknageeha, Newport",1,"*N/A","","","","","","Q2-2019"
1814,"SHIP CONSTRUCTION","Mayo","�it Aoibhinn, Kilkelly Road, Knock (Phase 3)",4,"*N/A","","","","","","Q3-2018"
1815,"SHIP CONSTRUCTION","Mayo","Kilmeena (Phase 2)",4,"*N/A","","","","","","Q3-2018"
1816,"SHIP CONSTRUCTION","Mayo","Knockmore, Ballina",8,"*N/A","","","","","","Q1-2019"
1817,"SHIP CONSTRUCTION","Mayo","Radharc an tSaillin, Binghamstown, Belmullet (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1818,"SHIP CONSTRUCTION","Mayo","Sliabh Rua, Foxford (Phase 3)",10,"*N/A","","","","","","Q4-2019"
1819,"SHIP CONSTRUCTION","Mayo","Woodlands, Balla (Phase 3)",4,"*N/A","","","","","","Q4-2019"
1820,"SHIP CONSTRUCTION","Mayo","Slinaunroe, Clogher (SRD)",1,"*N/A","","","","","","Q2-2017"
1821,"SHIP CONSTRUCTION","Mayo","Abbeyquarter, Ballyhaunis",18,"*N/A","","","","","","Q4-2020"
1822,"SHIP CONSTRUCTION","Mayo","Tonragee West, Achill (Phase 2)",5,"*N/A","","","","","","Q4-2019"
1823,"SHIP CONSTRUCTION","Mayo","Sli na Roba, Friarsquarter, Ballinrobe",16,"*N/A","","","","","","Q4-2020"
1824,"SHIP CONSTRUCTION","Mayo","Marian Crescent, Ballina",4,"*N/A","","","","","","Q2-2018"
1825,"SHIP CONSTRUCTION","Mayo","Tubberhill, Westport (Phase 3)",21,"*N/A","","","","","","Q1-2018"
1826,"SHIP CONSTRUCTION","Mayo","Parke, Castlebar",8,"*N/A","","","","","","Q4-2019"
1827,"SHIP CONSTRUCTION","Mayo","Killavally",10,"*N/A","","","","","","Q4-2019"
1828,"SHIP CONSTRUCTION","Mayo","Lios na Circa, Saleen, Castlebar - Phase 2",22,"*N/A","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
1829,"SHIP CONSTRUCTION","Mayo","Kilkelly Road, Swinford",27,"*N/A","","","","","","Q4-2020"
1830,"SHIP CONSTRUCTION","Mayo","Barhauve, Rossport (SRD)",1,"*N/A","","","","","","Q2-2018"
1831,"SHIP CONSTRUCTION","Mayo","Glaggaun, Ballycroy (SRD)",1,"*N/A","","","","","","Q4-2017"
1832,"SHIP CONSTRUCTION","Mayo","Glengad, Pollatomish (SRD)",1,"*N/A","","","","","","Q2-2018"
1833,"SHIP CONSTRUCTION","Mayo","Gorthbrack, Inver (SRD)",1,"*N/A","","","","","","Q1-2018"
1834,"SHIP CONSTRUCTION","Mayo","Cross",15,"*N/A","","Stage 2 approved Q2-2021, full design/tender being prepared.","","","",""
