"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
1319,"SHIP CONSTRUCTION TURNKEY","Leitrim","Cluain Oir, Liscara, Carrick on Shannon",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1320,"SHIP CONSTRUCTION TURNKEY","Leitrim","Manorhamilton & Carrigallen",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1321,"SHIP CONSTRUCTION SINGLE STAGE","Leitrim","St. Patricks Park Site, Carrick on Shannon",2,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1322,"SHIP CONSTRUCTION SINGLE STAGE","Leitrim","Druminshingore Td., Newtowngore",3,"*N/A","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1323,"SHIP CONSTRUCTION","Leitrim","Autumn View, Summerhill, Carrick on Shannon",27,"*N/A","","","","","Q4-2019",""
1324,"SHIP CONSTRUCTION","Leitrim","Taobh Tire, Manorhamilton (Phase 2)",7,"*N/A","","","","","","Q4-2018"
1325,"SHIP CONSTRUCTION","Leitrim","Taobh Tire, Manorhamilton (Phase 3)",5,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1326,"SHIP CONSTRUCTION","Leitrim","Townparks, Carrick on Shannon",12,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1327,"SHIP CONSTRUCTION","Leitrim","Lahard, Ballinamore",10,"*N/A","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1328,"CAS CONSTRUCTION","Leitrim","Ballinamore",2,"Society of Saint Vincent de Paul","","","","","","Q4-2017"
1329,"CALF Turnkey","Leitrim","Cnoc an Luir, Drumshanbo, Co. Leitrim (Phase 1)",10,"T�ath Housing Association","","","","","","Q4-2019"
1330,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park, Ballysimon Road, Limerick",9,"*N/A","","","","","","Q4-2019"
1331,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park (Phase 2), Ballysimon Road, ",1,"*N/A","","","","","","Q4-2019"
1332,"SHIP CONSTRUCTION TURNKEY","Limerick","Carraig Desmond, Newcastle West",8,"*N/A","","","","","","Q4-2019"
1333,"SHIP CONSTRUCTION TURNKEY","Limerick","Knocklong",2,"*N/A","","","","","","Q4-2020"
1334,"SHIP CONSTRUCTION TURNKEY","Limerick","Carraig Desmond",2,"*N/A","","","","","","Q4-2019"
1335,"SHIP CONSTRUCTION TURNKEY","Limerick","Redgate Close, Old Cratloe Road, Limerick City",14,"*N/A","","","","","Q1-2020",""
1336,"SHIP CONSTRUCTION TURNKEY","Limerick","The Orchard, Main Street, Pallaskenry",8,"*N/A","","","","","Q1-2020",""
1337,"SHIP CONSTRUCTION TURNKEY","Limerick","Gortboy, Charleville Road, kIlmallock",33,"*N/A","","","","","Q4-2020",""
1338,"SHIP CONSTRUCTION TURNKEY","Limerick","The Orchard, Main Street, Pallaskenry",8,"*N/A","","","","","Q1-2020",""
1339,"SHIP CONSTRUCTION TURNKEY","Limerick","Knocklong",5,"*N/A","","","","","Q1-2021",""
1340,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Limerick","Faha View, Patrickswell",16,"*N/A","","","","","","Q4-2019"
1341,"SHIP CONSTRUCTION RAPID VOLUMETRIC","Limerick","Old Christians Site, Rathbane",43,"*N/A","","","","","Q2-2020",""
1342,"SHIP CONSTRUCTION","Limerick","Patrick�s Villas, Castleconnell",4,"*N/A","","","","","","Q4-2020"
1343,"SHIP CONSTRUCTION","Limerick","Ballysimon, Greenhill Road ",14,"*N/A","","","","","Q1-2020",""
1344,"SHIP CONSTRUCTION","Limerick","Gough Place, Rosbrien Road, Limerick",17,"*N/A","","","","","Q4-2020",""
1345,"SHIP CONSTRUCTION","Limerick","Burke Avenue, Limerick City",12,"*N/A","","","","","","Q4-2019"
1346,"SHIP CONSTRUCTION","Limerick","Fannings Corner, Limerick City",3,"*N/A","","","","","","Q4-2019"
1347,"SHIP CONSTRUCTION","Limerick","Wallers Well, Limerick City (Phase 2)",13,"*N/A","","","","","","Q4-2020"
1348,"SHIP CONSTRUCTION","Limerick","Clonmacken, Limerick City",43,"*N/A","","","","","Q3-2019",""
1349,"SHIP CONSTRUCTION","Limerick","Deerpark, Adare",30,"*N/A","","","","Stage 4 approved Q3-2020, the scheme is fully approved.","",""
1350,"SHIP CONSTRUCTION","Limerick","Glenview Drive, Hospital",20,"*N/A","","","","","Q3-2020",""
1351,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",7,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1352,"SHIP CONSTRUCTION","Limerick","Hasset Villas, Thomondgate",3,"*N/A","","","","","","Q4-2018"
1353,"SHIP CONSTRUCTION","Limerick","Kilmurry Court, Garryowen",7,"*N/A","","","","","","Q4-2019"
1354,"SHIP CONSTRUCTION","Limerick","Rathbane Road, Limerick City",2,"*N/A","","","","","","Q1-2019"
1355,"SHIP CONSTRUCTION","Limerick","Sycamore Avenue, Limerick City",5,"*N/A","","","","","","Q3-2019"
1356,"SHIP CONSTRUCTION","Limerick","Lower Carey's Road, Limerick City",11,"*N/A","","","","","","Q1-2021"
1357,"SHIP CONSTRUCTION","Limerick","Kileely Road, Moyross",5,"*N/A","","","","","Q2-2020",""
1358,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",2,"*N/A","","","","","","Q4-2017"
1359,"SHIP CONSTRUCTION","Limerick","Knocklong",12,"*N/A","","","","","Q1-2021",""
1360,"SHIP CONSTRUCTION","Limerick","Colbert Terrace, Abbeyfeale",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
1361,"SHIP CONSTRUCTION","Limerick","St. Michael's Court, Watergate Flats, ",9,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
1362,"SHIP CONSTRUCTION","Limerick","Ballygrennan Road, Limerick City",2,"*N/A","","","","","","Q4-2017"
1363,"SHIP CONSTRUCTION","Limerick","Ballysimon, Greenhills Road",3,"*N/A","","","","","Q2-2020",""
1364,"SHIP CONSTRUCTION","Limerick","Clueing Dara, Broadford, Limerick",18,"*N/A","","Stage 2 approved Q1-2021, full design/tender being prepared.","","","",""
1365,"SHIP CONSTRUCTION","Limerick","Radharc an Ghleanna, Mountcollins",4,"*N/A","Stage 1 approved Q4-2020, outline design and costs being prepared.","","","","",""
1366,"SHIP CONSTRUCTION","Limerick","O�Connor Park, Ardagh, Co. Limerick",8,"*N/A","Stage 1 approved Q1-2021, outline design and costs being prepared.","","","","",""
1367,"SHIP CONSTRUCTION","Limerick","Church Glen, Ballylanders, Co. Limerick",9,"*N/A","Stage 1 approved Q1-2021, outline design and costs being prepared.","","","","",""
1368,"SHIP CONSTRUCTION","Limerick","Radharc Cillin, Kilfinane, Co. Limerick",10,"*N/A","Stage 1 approved Q1-2021, outline design and costs being prepared.","","","","",""
1369,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",79,"*N/A","","","","","","Q4-2017"
1370,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",2,"*N/A","","","","","","Q1-2017"
1371,"REGENERATION","Limerick","Sheep / Athlunkards Street",8,"T�ath Housing Association Ltd","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1372,"REGENERATION","Limerick","Churchfield",19,"*N/A","","","","","","Q1-2018"
1373,"REGENERATION","Limerick","Churchfield",38,"Cluid Housing Association","","","Stage 3 approved Q3-2020, the scheme is now approved to proceed to tender.","","",""
1374,"REGENERATION","Limerick","Cosgrave Park",30,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1375,"REGENERATION","Limerick","Orchard Site",26,"Oaklee Housing Trust","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1376,"REGENERATION","Limerick","176 & 177 Cliona Park",2,"*N/A","","","","","","Q2-2016"
1377,"REGENERATION","Limerick","Cliona Park (Phase 2)",10,"*N/A","","","","","","Q2-2017"
1378,"REGENERATION","Limerick","8-10 Gaol Lane",3,"*N/A","","","","","","Q4-2016"
1379,"REGENERATION","Limerick","1 3 Weston Gardens",3,"*N/A","","","","","","Q2-2016"
1380,"REGENERATION","Limerick","2016 Moyross Rebuild",6,"*N/A","","","","","","Q4-2016"
1381,"REGENERATION","Limerick","2016 Southhill Rebuild",8,"*N/A","","","","","","Q4-2016"
1382,"REGENERATION","Limerick","2016 St. Mary's Park Rebuild",9,"*N/A","","","","","","Q4-2016"
1383,"REGENERATION","Limerick","Ballinacurra Weston Vacant Refurbs, Lot 1 & 2**",14,"*N/A","","","","","","Q4-2016"
1384,"REGENERATION","Limerick","St. Mary's Park Infills",15,"*N/A","","","","","","Q4-2018"
1385,"REGENERATION","Limerick","Cliona Park (Phase 3)",18,"T�ath Housing Association Ltd","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1386,"REGENERATION","Limerick","45A-46A Cliona Park",2,"*N/A","","","","","Q2-2020",""
1387,"REGENERATION","Limerick","Dalgaish Park",27,"*N/A","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1388,"REGENERATION","Limerick","2017 St Mary's Park Rebuild",1,"*N/A","","","","","","Q4-2017"
1389,"REGENERATION","Limerick","2017 Ballinacurra Weston Rebuild",1,"*N/A","","","","","","Q4-2017"
1390,"REGENERATION","Limerick","2017 Southill Rebuilds",13,"*N/A","","","","","","Q4-2017"
1391,"REGENERATION","Limerick","2017 Moyross Rebuild",1,"*N/A","","","","","","Q4-2017"
1392,"REGENERATION","Limerick","Churchfield",23,"*N/A","","","","","","Q2-2018"
1393,"REGENERATION","Limerick","St. Mary's Park Infills",4,"*N/A","","","","","","Q1-2019"
1394,"REGENERATION","Limerick","Infill developments at Carew Park and Moyross",38,"Peter McVerry Trust Ltd","","","","","Q1-2021",""
1395,"REGENERATION","Limerick","2019 Rebuilds (Southill, Moyross, St Mary's Park and Ballinacurra Weston)",8,"*N/A","","","","","","Q4-2019"
1396,"CAS CONSTRUCTION TURNKEY","Limerick","Carebright Community, Ardykeohane, Bruff",6,"Carebright Ltd","","","","","","Q1-2019"
1397,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral Place",2,"Arlington Novas Ireland Ltd","","","","","","Q4-2019"
1398,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral place",3,"Arlington Novas Ireland Ltd","","","","","","Q1-2020"
1399,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral place",1,"Arlington Novas Ireland Ltd","","","","","","Q2-2020"
1400,"CAS CONSTRUCTION","Limerick","Towerfield Crescent, Croom",16,"Croom Voluntary Housing Association Ltd","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1401,"CAS CONSTRUCTION","Limerick","Cappamore",10,"Cappamore Housing Association Ltd","","","Stage 3 approved Q4-2020, the scheme is now approved to proceed to tender.","","",""
1402,"CAS CONSTRUCTION","Limerick","Speakers Corner, Limerick City",4,"Simon Community : Midwest Simon","","","","","","Q3-2018"
1403,"CAS CONSTRUCTION","Limerick","Cuan Mhuire, Bruree",6,"Cuan Mhuire Teoranta","","","","","","Q3-2018"
1404,"CAS CONSTRUCTION","Limerick","Mirth, Thomondgate",18,"Associated Charities Trust Ltd","","","","Stage 4 approved Q1-2021, the scheme is fully approved.","",""
1405,"CAS CONSTRUCTION","Limerick","Cois na Feile, Abbeyfeale ",12,"Cluid Housing Association","","","","","","Q4-2016"
1406,"CAS CONSTRUCTION","Limerick","2/3 Mallow Street",12,"Peter McVerry Trust Ltd","","","Stage 3 approved Q1-2021, the scheme is now approved to proceed to tender.","","",""
1407,"CAS CONSTRUCTION","Limerick","St. Pauls Convent, Kilfinane",9,"Sophia Housing Association Ltd","","Stage 2 approved Q3-2020, full design/tender being prepared.","","","",""
1408,"CAS CONSTRUCTION","Limerick","McGarry House, 7 Alphonsus Street",8,"Arlington Novas Ireland Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1409,"CAS CONSTRUCTION","Limerick","47 & 48 Main Street, Croom, Limerick",4,"Croom Voluntary Housing Association Ltd","","Stage 2 approved Q4-2020, full design/tender being prepared.","","","",""
1410,"CAS CONSTRUCTION","Limerick","58 Henry Street",5,"Simon Community : Midwest Simon","","","","","Q1-2021",""
1411,"CAS CONSTRUCTION","Limerick","43 & 44 Main Street, Croom",4,"Croom Voluntary Housing Association Ltd","Stage 1 approved Q1-2021, outline design and costs being prepared.","","","","",""
1412,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 1)",2,"Respond","","","","","","Q4-2018"
1413,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 2)",2,"Respond","","","","","","Q4-2018"
1414,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 3)",2,"Respond","","","","","","Q4-2018"
1415,"CALF Turnkey","Limerick","Baunacloka Heights, Mungret Gate, Mungret, Co. Limerick (Phase 1)",46,"Co - Operative Housing Ireland Society Limited","","","","","","Q4-2020"
1416,"CALF Turnkey","Limerick","Baunacloka Heights, Mungret Gate, Mungret, Co. Limerick (Phase 2)*",25,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2018",""
1417,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 1)*",25,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1418,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 2)",27,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1419,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 3)*",35,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1420,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 4)*",33,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1421,"CALF Turnkey","Limerick","Bloodmill Road, Singland, Limerick (Phase 5)",14,"Co - Operative Housing Ireland Society Limited","","","","","Q2-2020",""
1422,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 1)*",24,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1423,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 2)*",23,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1424,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 3)*",21,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1425,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 4)*",20,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1426,"CALF Turnkey","Limerick","Clonmacken, Condell Road, Limerick (Phase 5)*",22,"Co - Operative Housing Ireland Society Limited","","","","","Q3-2020",""
1427,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 1)",2,"Co - Operative Housing Ireland Society Limited","","","","","","Q1-2018"
1428,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 2)",2,"Co - Operative Housing Ireland Society Limited","","","","","","Q3-2018"
1429,"CALF Turnkey","Limerick","Cois Carraig, Clarina Village, Clarina, Co. Limerick (Phase 1)",18,"Cluid Housing","","","","","","Q4-2020"
1430,"CALF Turnkey","Limerick","Dromsally Woods, Cappamore, Co. Limerick (Phase 1)",5,"Focus Housing Association CLG","","","","","Q3-2020",""
1431,"CALF Turnkey","Limerick","Glendale Lawn, Bloodmill Road, Limerick (Phase 1)",4,"Cluid Housing","","","","","Q3-2020",""
1432,"CALF Construction","Limerick","Hyde Road, Limerick City (Phase 1)",20,"Cluid Housing","","","","","","Q1-2018"
1433,"CALF Turnkey","Limerick","Laurelville, Mill Road, Corbally, Limerick (Phase 1)*",13,"Cluid Housing","","","","","Q3-2018",""
1434,"CALF Turnkey","Limerick","Mungret Gate, Baunacloka, Mungret, Limerick (Phase 1)",8,"Cluid Housing","","","","","Q3-2018",""
1435,"CALF Turnkey","Limerick","Mungret Gate, Baunacloka, Mungret, Limerick (Phase 2)*",23,"Cluid Housing","","","","","Q3-2018",""
1436,"CALF Turnkey","Limerick","Revised - Ard Aulin, Mungret, Co Limerick (Phase 1)",7,"Cluid Housing","","","","","","Q2-2017"
1437,"CALF Turnkey","Limerick","Toormore, Main Street, Bruree, Co. Limerick (Phase 1)",16,"Cluid Housing","","","","","Q3-2020",""
1438,"CALF Turnkey","Limerick","Woodfield Manor, Cloonyscrehane, Newcastle West (Phase 1)*",19,"Cluid Housing","","","","","Q3-2020",""
1439,"CALF Turnkey","Limerick","Woodfield Manor, Cloonyscrehane, Newcastle West (Phase 2)",11,"Cluid Housing","","","","","Q3-2020",""
1440,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",14,"*N/A","","","","","","Q4-2017"
1441,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough",4,"*N/A","","","","","","Q3-2018"
1442,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
1443,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck",7,"*N/A","","","","","","Q4-2018"
1444,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",4,"*N/A","","","","","","Q3-2019"
1445,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",6,"*N/A","","","","","","Q4-2019"
1446,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
1447,"SHIP CONSTRUCTION TURNKEY","Longford","Greville Court, Granard",14,"*N/A","","","","","","Q4-2019"
1448,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 2)",29,"*N/A","","","","","","Q4-2018"
1449,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1450,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",4,"*N/A","","","","","","Q3-2019"
1451,"SHIP CONSTRUCTION TURNKEY","Longford","Church Street, Edgeworthstown",5,"*N/A","","","","","","Q3-2020"
1452,"SHIP CONSTRUCTION TURNKEY","Longford","Smithfield, Legan",18,"*N/A","","","","","","Q3-2020"
1453,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q4-2019"
1454,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","","Q2-2019"
1455,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 4)",6,"*N/A","","","","","","Q4-2019"
1456,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1457,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 3)",4,"*N/A","","","","","","Q3-2019"
1458,"SHIP CONSTRUCTION TURNKEY","Longford"," Abhainn Glas, Edgeworthstown",4,"*N/A","","","","","","Q4-2019"
1459,"SHIP CONSTRUCTION TURNKEY","Longford","Caislean Breac, Newtownforbes",2,"*N/A","","","","","","Q4-2019"
1460,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 1",4,"*N/A","","","","","","Q1-2020"
1461,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard(Phase 3)",4,"*N/A","","","","","","Q4-2019"
1462,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",2,"*N/A","","","","","","Q4-2019"
1463,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 2",6,"*N/A","","","","","","Q4-2020"
1464,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard",7,"*N/A","","","","","","Q4-2019"
1465,"SHIP CONSTRUCTION TURNKEY","Longford","Sl� Corglass, Legga",4,"*N/A","","","","","","Q1-2021"
1466,"SHIP CONSTRUCTION TURNKEY","Longford","Radharc Na Muileann, Knock, Lanesborough",2,"*N/A","","","","","","Q4-2019"
1467,"SHIP CONSTRUCTION TURNKEY","Longford","Pearse Drive, Longford Town",1,"*N/A","","","","","","Q4-2019"
1468,"SHIP CONSTRUCTION TURNKEY","Longford","Cartrons, Kenagh",5,"*N/A","","","","","","Q4-2020"
1469,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town, Phase 3",4,"*N/A","","","","","","Q3-2020"
1470,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford Town",8,"*N/A","","","","","","Q1-2021"
1471,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",1,"*N/A","","","","","","Q4-2020"
1472,"SHIP CONSTRUCTION TURNKEY","Longford","Campbell's Lane, Longford",21,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1473,"SHIP CONSTRUCTION TURNKEY","Longford","O'Hara Site, Connaught Rd.,Longford",14,"*N/A","","","","","Q1-2021",""
1474,"SHIP CONSTRUCTION TURNKEY","Longford","Farnagh Hill, Longford",2,"*N/A","","","","","","Q4-2020"
1475,"SHIP CONSTRUCTION TURNKEY","Longford","Sli Corglass, Legga",5,"*N/A","","","","Stage 4 approved Q4-2020, the scheme is fully approved.","",""
1476,"SHIP CONSTRUCTION","Longford","Rathcline Road, Lanesborough",4,"*N/A","","","","","","Q3-2019"
1477,"SHIP CONSTRUCTION","Longford","Edgeworthstown Road, Ballymahon",4,"*N/A","","","","","","Q1-2018"
1478,"SHIP CONSTRUCTION","Longford","Daroge, Ballymahon",1,"*N/A","","","","","","Q4-2019"
1479,"SHIP CONSTRUCTION","Longford","'Rose Cottage', Ballinalee",6,"*N/A","","","","","Q3-2020",""
1480,"SHIP CONSTRUCTION","Longford","St.Rita's, Park Road, Longford",14,"*N/A","","Stage 2 approved Q1-2020, full design/tender being prepared.","","","",""
